item_id,priority,industry,scenario,chapter,dimension,title,content,threshold_text,source_basis,photo_points,evidence_chain,answer_policy,source_process_id,trigger_keywords,not_applicable_when,eto_review_decision,eto_review_note,approval_status,approval_source,runtime_status,final_state,runtime_integration,approved_baseline_version,source_candidate_boundary,source_final_state,source_runtime_integration,knowledge_base_target_repository,source_hash
FIRST_S10_SPEC_PROCESS_BOUNDARY_NOISE_MONITORING,P1,工序/行业专项,厂界噪声监测/执行标准,S10,noise_source,厂界噪声监测/执行标准专项核查,核查企业是否存在【厂界噪声监测/执行标准】相关工序、设施或风险单元。触发关键词：厂界噪声;自行监测;监测点位;昼间;夜间;GB 12348;功能区;监测频次。不适用条件：无监测要求;无需厂界监测;仅现场初筛;社会生活噪声。现场应核对：自行监测方案；厂界噪声监测报告；监测点位图；执行标准说明；超标整改记录。 ETO批复口径：执行声环境标准类别不明时，必须选 NEED_CONFIRM，由 ETO 查阅排污许可证或环评批复明确是属于 2类、3类还是 4类区。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：厂界噪声监测/执行标准；ETO审核批复,厂界监测点位；监测点位示意图；监测报告关键页；厂界四至,自行监测方案；厂界噪声监测报告；监测点位图；执行标准说明；超标整改记录,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",boundary_noise_monitoring,厂界噪声;自行监测;监测点位;昼间;夜间;GB 12348;功能区;监测频次,无监测要求;无需厂界监测;仅现场初筛;社会生活噪声,通过,执行声环境标准类别不明时，必须选 NEED_CONFIRM，由 ETO 查阅排污许可证或环评批复明确是属于 2类、3类还是 4类区。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:976966c903749f5d204a66bfcd4ccece0bfb6ad6187ad43067dea28a372d568d
FIRST_S10_SPEC_PROCESS_NIGHT_OPERATION_SENSITIVE_RECEPTOR,P1,工序/行业专项,夜间生产/敏感点噪声风险,S10,noise_source,夜间生产/敏感点噪声风险专项核查,核查企业是否存在【夜间生产/敏感点噪声风险】相关工序、设施或风险单元。触发关键词：夜间生产;连续生产;居民区;学校;医院;养老机构;投诉;扰民;夜间监测;超标整改。不适用条件：无夜间生产;远离敏感点;无投诉;昼间单班。现场应核对：生产班次记录；敏感点位置图；投诉/整改记录；夜间监测报告；限时运行证明。 ETO批复口径：夜间连续生产企业即使无周边投诉也必须默认触发，夜间噪声达标及夜间巡测是法定义务。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：夜间生产/敏感点噪声风险；ETO审核批复,厂界到敏感点方向；夜间运行设备；隔声屏障；投诉整改记录关键页,生产班次记录；敏感点位置图；投诉/整改记录；夜间监测报告；限时运行证明,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",night_operation_sensitive_receptor,夜间生产;连续生产;居民区;学校;医院;养老机构;投诉;扰民;夜间监测;超标整改,无夜间生产;远离敏感点;无投诉;昼间单班,通过,夜间连续生产企业即使无周边投诉也必须默认触发，夜间噪声达标及夜间巡测是法定义务。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:fdd920e1e525b3605d27cc9ab645d9389607f2a01d8ed4c54217e860a4ea09bf
FIRST_S10_SPEC_PROCESS_SOCIAL_LIFE_NOISE_SOURCE,P1,工序/行业专项,社会生活噪声源,S10,noise_source,社会生活噪声源专项核查,核查企业是否存在【社会生活噪声源】相关工序、设施或风险单元。触发关键词：扩声;音响;空调外机;冷却塔;装卸;夜间经营;投诉;社会生活噪声。不适用条件：无扩声;无外机;无夜间经营;设备拆除;非经营场所。现场应核对：经营设备清单；噪声投诉或整改记录；监测记录；降噪措施证明。 ETO批复口径：餐饮油烟净化器风机、商用冷却塔、大型空调外机等社会生活噪声源统一归入此包核查。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：社会生活噪声源；ETO审核批复,扩声设备/外机/冷却塔；降噪设施；场界与敏感点方向；投诉整改台账,经营设备清单；噪声投诉或整改记录；监测记录；降噪措施证明,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",social_life_noise_source,扩声;音响;空调外机;冷却塔;装卸;夜间经营;投诉;社会生活噪声,无扩声;无外机;无夜间经营;设备拆除;非经营场所,通过,餐饮油烟净化器风机、商用冷却塔、大型空调外机等社会生活噪声源统一归入此包核查。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:d1e55d7babac9feb0a067c1558355c2b02124d628e48ddffa4b835e6cfc51fca
FIRST_S12_SPEC_PROCESS_RADIATION_DEVICE_SOURCE,P1,工序/行业专项,射线装置/核技术利用,S12,radiation,射线装置/核技术利用专项核查,核查企业是否存在【射线装置/核技术利用】相关工序、设施或风险单元。触发关键词：射线装置;DR;CT;牙片机;工业探伤;辐照装置;核技术利用单位;核技术应用项目;辐射安全许可证;放射诊疗许可证。不适用条件：无射线装置;无放射源;全部外协;设备已拆除;许可注销。现场应核对：辐射安全许可证；射线装置台账；防护检测报告；人员培训和个人剂量记录。 ETO批复口径：医疗放射诊疗和工业探伤的管理框架一致，可暂不分包，但在具体表单内需根据应用类型设置受照人员防护或探伤边界的条件判断分支。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：射线装置/核技术利用；ETO审核批复,机房入口警示标识；设备铭牌；防护门/联锁/警示灯；个人剂量计或检测报告关键页,辐射安全许可证；射线装置台账；防护检测报告；人员培训和个人剂量记录,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",radiation_device_source,射线装置;DR;CT;牙片机;工业探伤;辐照装置;核技术利用单位;核技术应用项目;辐射安全许可证;放射诊疗许可证,无射线装置;无放射源;全部外协;设备已拆除;许可注销,修改后通过,医疗放射诊疗和工业探伤的管理框架一致，可暂不分包，但在具体表单内需根据应用类型设置受照人员防护或探伤边界的条件判断分支。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:6b677a6be8a9276eff806d48a35eda8b6c90da90c07f38543dfab0cb2d2744aa
FIRST_S12_SPEC_PROCESS_SEALED_RADIOACTIVE_SOURCE,P1,工序/行业专项,密封放射源/废放射源,S12,radiation,密封放射源/废放射源专项核查,核查企业是否存在【密封放射源/废放射源】相关工序、设施或风险单元。触发关键词：放射源;密封源;废放射源;源库;核素;活度;含源仪表;料位计;测厚仪。不适用条件：无放射源;非含源设备;已送贮;已退役;已转让。现场应核对：辐射安全许可证；放射源台账；盘点记录；安防设施；送贮/退役证明。 ETO批复口径：含源仪表（如料位计、测厚仪）内的放射源同样受辐射安全许可证严格管理，必须默认触发放射源台账核查。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：密封放射源/废放射源；ETO审核批复,源库警示标识；门禁监控；放射源台账；送贮或退役证明关键页,辐射安全许可证；放射源台账；盘点记录；安防设施；送贮/退役证明,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",sealed_radioactive_source,放射源;密封源;废放射源;源库;核素;活度;含源仪表;料位计;测厚仪,无放射源;非含源设备;已送贮;已退役;已转让,通过,含源仪表（如料位计、测厚仪）内的放射源同样受辐射安全许可证严格管理，必须默认触发放射源台账核查。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:9b430c2f19729abb1e8796cb1bf8e706f8f76e72c5fc6482b6fc932f50f05e04
FIRST_S12_SPEC_PROCESS_RADIOACTIVE_WASTE_STORAGE,P1,工序/行业专项,放射性废物贮存/转移/处置,S12,radiation,放射性废物贮存/转移/处置专项核查,核查企业是否存在【放射性废物贮存/转移/处置】相关工序、设施或风险单元。触发关键词：放射性废物;废物库;废物包;固化体;低中水平;送贮;处置;退役场址。不适用条件：无放射性废物;仅一般危废;仅医废;无源项。现场应核对：放射性废物台账；废物包/容器资料；废物库运行记录；转移/处置证明；监测记录。 ETO批复口径：医疗机构核医学科的短半衰期放射性废物衰变暂存管理同样受此包管辖，重点核查衰变日志及解控监测记录。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：放射性废物贮存/转移/处置；ETO审核批复,废物库警示标识；废物包标签；监测记录；转移/处置证明关键页,放射性废物台账；废物包/容器资料；废物库运行记录；转移/处置证明；监测记录,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",radioactive_waste_storage,放射性废物;废物库;废物包;固化体;低中水平;送贮;处置;退役场址,无放射性废物;仅一般危废;仅医废;无源项,通过,医疗机构核医学科的短半衰期放射性废物衰变暂存管理同样受此包管辖，重点核查衰变日志及解控监测记录。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:203bd0190da47a6c1837dbe24d17ce80de6d2d23b1057d5590043d017f18cfc2
FIRST_S12_SPEC_PROCESS_RADIOACTIVE_WASTE_PACKAGE_CONTAINER,P1,工序/行业专项,放射性废物包/固化体/高完整性容器,S12,radiation,放射性废物包/固化体/高完整性容器专项核查,核查企业是否存在【放射性废物包/固化体/高完整性容器】相关工序、设施或风险单元。触发关键词：废物包;固化体;高完整性容器;水泥固化;球墨铸铁容器;混凝土容器;聚乙烯容器;包装鉴定。不适用条件：普通危废包装;医废周转箱;一般固废打包;无放射性废物包装。现场应核对：废物包编号；固化体检测；容器合格证明；核素/活度记录；交接单。 ETO批复口径：严格限定于核技术利用单位及放射性废物处置单位使用，严禁将其作为普通工业危废包装的排查标准。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：放射性废物包/固化体/高完整性容器；ETO审核批复,废物包标签；容器铭牌；检测报告关键页；暂存分区标识,废物包编号；固化体检测；容器合格证明；核素/活度记录；交接单,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",radioactive_waste_package_container,废物包;固化体;高完整性容器;水泥固化;球墨铸铁容器;混凝土容器;聚乙烯容器;包装鉴定,普通危废包装;医废周转箱;一般固废打包;无放射性废物包装,通过,严格限定于核技术利用单位及放射性废物处置单位使用，严禁将其作为普通工业危废包装的排查标准。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:49f0681bbaa562ac1400da169cb1b9d66ac34d7c6541c527add2160fbb0f62c2
FIRST_S12_SPEC_PROCESS_RADIOACTIVE_WASTE_DISPOSAL_FACILITY,P1,工序/行业专项,放射性废物处置设施/场址,S12,radiation,放射性废物处置设施/场址专项核查,核查企业是否存在【放射性废物处置设施/场址】相关工序、设施或风险单元。触发关键词：近地表处置;岩洞处置;废放射源处置;处置设施;处置许可证;监测井;封场。不适用条件：普通填埋场;危废填埋;生活垃圾填埋;无放射性处置。现场应核对：处置许可证；选址/设计/建造文件；环境影响报告书；接收台账；监测井记录。 ETO批复口径：此项属于极少数特许经营的放射性处置场高风险专项，绝对不进入一般企业的默认首检清单。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：放射性废物处置设施/场址；ETO审核批复,处置设施边界标识；接收/暂存区；监测井；渗漏控制设施,处置许可证；选址/设计/建造文件；环境影响报告书；接收台账；监测井记录,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",radioactive_waste_disposal_facility,近地表处置;岩洞处置;废放射源处置;处置设施;处置许可证;监测井;封场,普通填埋场;危废填埋;生活垃圾填埋;无放射性处置,通过,此项属于极少数特许经营的放射性处置场高风险专项，绝对不进入一般企业的默认首检清单。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:a15da50a79a7f02c0b5baa60794bc27455815e0a14173da32fe34de8d44c765b
FIRST_S12_SPEC_PROCESS_RADIOACTIVE_MATERIAL_TRANSPORT,P1,工序/行业专项,放射性物品运输,S12,radiation,放射性物品运输专项核查,核查企业是否存在【放射性物品运输】相关工序、设施或风险单元。触发关键词：放射性物品运输;运输容器;运输许可;托运;承运;包装等级;栓系;提升装置。不适用条件：不运输放射性物品;普通货物运输;仅危化品;无运输容器。现场应核对：运输许可；运输容器合格证明；托运/承运记录；车辆和人员培训；应急方案。 ETO批复口径：即使企业偶发委托第三方运输放射性物品，托运方也必须提供承运第三方的辐射安全运输资质证明文件备查。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：放射性物品运输；ETO审核批复,运输容器标识；车辆和栓系装置；运输许可；应急物资,运输许可；运输容器合格证明；托运/承运记录；车辆和人员培训；应急方案,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",radioactive_material_transport,放射性物品运输;运输容器;运输许可;托运;承运;包装等级;栓系;提升装置,不运输放射性物品;普通货物运输;仅危化品;无运输容器,修改后通过,即使企业偶发委托第三方运输放射性物品，托运方也必须提供承运第三方的辐射安全运输资质证明文件备查。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:22fe3fd740e4c69183e1554b5fea240ba6d76aa84bb176960be3a223437a4c79
FIRST_S12_SPEC_PROCESS_NORM_INDUSTRIAL_RESIDUE_RADIOACTIVITY,P1,工序/行业专项,含天然放射性工业废渣/建材放射性,S12,radiation,含天然放射性工业废渣/建材放射性专项核查,核查企业是否存在【含天然放射性工业废渣/建材放射性】相关工序、设施或风险单元。触发关键词：含铀物料;含钍物料;铀钍矿冶;天然放射性物料;工业废渣放射性;建材放射性检测;矿冶放射性废物;退役场址残留放射性。不适用条件：无含天然放射性物料;普通一般固废;无矿冶活动;无工业废渣利用;仅普通建材原料。现场应核对：原料/废渣检测报告；废渣利用/外售台账；矿冶废物管理资料；场址监测记录。 ETO批复口径：必须以环评文件明确提及属于伴生放射性矿（NORM）或属于监管名录为触发前提，避免对普通工业废渣进行过度排查。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：含天然放射性工业废渣/建材放射性；ETO审核批复,废渣堆场；检测报告关键页；废渣外售台账；场址监测点位,原料/废渣检测报告；废渣利用/外售台账；矿冶废物管理资料；场址监测记录,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",norm_industrial_residue_radioactivity,含铀物料;含钍物料;铀钍矿冶;天然放射性物料;工业废渣放射性;建材放射性检测;矿冶放射性废物;退役场址残留放射性,无含天然放射性物料;普通一般固废;无矿冶活动;无工业废渣利用;仅普通建材原料,通过,必须以环评文件明确提及属于伴生放射性矿（NORM）或属于监管名录为触发前提，避免对普通工业废渣进行过度排查。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:ef1fc8aab2f14753ad82c383fc73942923d68660ccb334108cee8ebbc6f8794d
FIRST_S12_SPEC_PROCESS_URANIUM_THORIUM_MINING_RAD_WASTE,P1,工序/行业专项,铀钍矿冶放射性废物,S12,radiation,铀钍矿冶放射性废物专项核查,核查企业是否存在【铀钍矿冶放射性废物】相关工序、设施或风险单元。触发关键词：铀矿冶;钍矿冶;铀矿山;钍矿山;含铀尾矿;含钍尾矿;放射性金属矿;矿冶放射性废物;辐射环境监测。不适用条件：普通有色矿;普通稀土矿;无铀钍;无放射性金属。现场应核对：矿冶环评；废物管理方案；尾矿库资料；辐射环境监测报告；废物去向。 ETO批复口径：普通稀土矿等伴生天然放射性矿若铀钍品位未达到核燃料级别，应转入 P21 (NORM) 包；P22 专供前端铀钍矿冶使用。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：铀钍矿冶放射性废物；ETO审核批复,尾矿设施；废石场；监测点位；渗滤液处理设施；监测报告关键页,矿冶环评；废物管理方案；尾矿库资料；辐射环境监测报告；废物去向,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",uranium_thorium_mining_rad_waste,铀矿冶;钍矿冶;铀矿山;钍矿山;含铀尾矿;含钍尾矿;放射性金属矿;矿冶放射性废物;辐射环境监测,普通有色矿;普通稀土矿;无铀钍;无放射性金属,修改后通过,普通稀土矿等伴生天然放射性矿若铀钍品位未达到核燃料级别，应转入 P21 (NORM) 包；P22 专供前端铀钍矿冶使用。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:e74bca523894272ab29fa26b79f5a271f4b826b97d5c6c471f368c3bcf86cfea
FIRST_S12_SPEC_PROCESS_NUCLEAR_FUEL_EFFLUENT_DECOMMISSIONING,P1,工序/行业专项,核燃料循环流出物/核设施退役,S12,radiation,核燃料循环流出物/核设施退役专项核查,核查企业是否存在【核燃料循环流出物/核设施退役】相关工序、设施或风险单元。触发关键词：核燃料;放射性流出物;归一化排放量;核设施退役;场址土壤;残留放射性。不适用条件：普通燃料加工;普通化工退役;无核设施;无放射性流出物。现场应核对：核设施许可或环评；流出物监测报告；退役方案；场址调查；监管批复。 ETO批复口径：仅用于核燃料循环设施及核设施退役的特种高风险企业排查，不进入一般环保管家默认清单。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：核燃料循环流出物/核设施退役；ETO审核批复,排放/监测点标识；退役区域边界；土壤采样布点图；监测报告关键页,核设施许可或环评；流出物监测报告；退役方案；场址调查；监管批复,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",nuclear_fuel_effluent_decommissioning,核燃料;放射性流出物;归一化排放量;核设施退役;场址土壤;残留放射性,普通燃料加工;普通化工退役;无核设施;无放射性流出物,通过,仅用于核燃料循环设施及核设施退役的特种高风险企业排查，不进入一般环保管家默认清单。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:9e8c6d194def378895ed3081bc32e3375bd99372473d54745ab9c61c94e93e0c
FIRST_S12_SPEC_PROCESS_BUILDING_MATERIAL_SLAG_RADIONUCLIDE,P1,工序/行业专项,建材工业废渣放射性物质限制,S12,radiation,建材工业废渣放射性物质限制专项核查,核查企业是否存在【建材工业废渣放射性物质限制】相关工序、设施或风险单元。触发关键词：工业废渣;磷石膏;粉煤灰;冶炼渣;建材放射性;放射性检测;产品批次。不适用条件：无工业废渣;普通原料;无放射性检测要求;不使用废渣。现场应核对：原料来源；放射性检测报告；配料批次台账；供应商证明；产品去向。 ETO批复口径：必须按《建筑材料放射性核素限量》(GB 6566) 的规定，将建材区分为 A、B、C 类产品类别，采用不同的检测和使用限制口径。,存在该工序/设施/风险单元即触发；明确不存在则NA；证据不足则NEED_CONFIRM,环评/批复/排污许可/台账/现场证据；源工序包：建材工业废渣放射性物质限制；ETO审核批复,工业废渣原料堆场；检测报告关键页；配料记录；成品批次标识,原料来源；放射性检测报告；配料批次台账；供应商证明；产品去向,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",building_material_slag_radionuclide,工业废渣;磷石膏;粉煤灰;冶炼渣;建材放射性;放射性检测;产品批次,无工业废渣;普通原料;无放射性检测要求;不使用废渣,修改后通过,必须按《建筑材料放射性核素限量》(GB 6566) 的规定，将建材区分为 A、B、C 类产品类别，采用不同的检测和使用限制口径。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from process trigger dictionary v1.1 and ETO batch review; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:e89e8d6c2a3cce0583f3b6c15cad64fa0e97cf737d4f4bc634be78c710ee6c98
FIRST_S10_SPEC_PROCESS_SPRAYING_COATING_LOW_VOCS_MSDS_LEDGER,P1,工序/行业专项,喷涂/涂装/涂布,S10,vocs_emission,低VOCs涂料/油墨/胶黏剂替代及MSDS核查,排查节点：源头替代与辅料台账。核查内容：核查调漆室、库房的涂料、稀释剂、固化剂包装标签及MSDS，确认是否符合国家低VOCs含量限值标准；对比采购台账、消耗台账与库存，防范企业隐瞒高VOCs溶剂使用。 ETO批复口径：若企业主张外协喷涂（NA），必须要求补拍外协处置合同及外协单位的环保手续作为 NA 的核心证据。,低VOCs原辅料标签、MSDS、采购/消耗/库存台账应相互印证；发现高VOCs溶剂或台账不一致应判FAIL或NEED_CONFIRM,ETO专项细化排查项；源工序包：喷涂/涂装/涂布；环评/批复/排污许可/台账/现场证据；ETO审核批复,原辅料包装桶清晰标签；MSDS手册关键页；出入库台账本,原辅料包装标签；MSDS；采购台账；消耗台账；库存记录,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",spraying_coating,喷涂;喷漆;涂装;涂布;烘干;调漆;喷粉,无喷涂;不设喷漆;外协喷涂;仅外购成品涂装件,修改后通过,若企业主张外协喷涂（NA），必须要求补拍外协处置合同及外协单位的环保手续作为 NA 的核心证据。,HUMAN_APPROVED_BASELINE,ETO_APPROVED_SPECIALIZED_INSPECTION_ITEMS_P1_2026-06-04,APPROVED_BASELINE,APPROVED_SPECIALIZED_INSPECTION_ITEMS_BASELINE,approved_baseline_export_ready,v1.0-approved-specialized-inspection-items,approved from ETO supplied specialized detail checklist; source candidate remains not runtime,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,coco830/eco-semantic-knowledge-base,sha256:054a9feb373f9992a1182ddbd9aa94efe12f597b828c2f7b117f79f0eb3f729c
