catalog_version,entry_no,target_management_condition,major_category_text,industry_category_text,gb_code_fragments,source_basis,source_pdf,source_page,source_row_index,source_table_bbox,source_row_cells_bbox,source_cell_name,raw_condition,normalized_condition,applies_status,confidence,blocking_flags,confirmation_questions,permit_type,runtime_status,negative_semantic_markers,condition_polarity,predicate_operator_summary
2019,13,REGISTRATION,八、农副食品加工业13,屠宰及肉类加工135,135,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,6,"[46.56, 85.29, 794.78, 484.27]","[[441.25, 152.5399932861328, 618.1500244140625, 175.74000549316406], [441.25, 175.74000549316406, 618.1500244140625, 198.94000244140625], [441.25, 198.94000244140625, 618.1500244140625, 231.2899932861328], [441.25, 231.2899932861328, 618.1500244140625, 317.44000244140625], [441.25, 317.44000244140625, 618.1500244140625, 372.3900146484375]]",registration_management_condition,其他﹡,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion"", ""asterisk_footnote_requires_industrial_building_condition""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,14,KEY,八、农副食品加工业13,水产品加工136,136,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,7,"[46.56, 85.29, 794.78, 484.27]","[[441.25, 372.3900146484375, 618.1500244140625, 395.5899963378906], [441.25, 395.5899963378906, 618.1500244140625, 484.27000427246094], [618.1500244140625, 85.29000091552734, 794.7766723632812, 106.13999938964844], [618.1500244140625, 129.33999633789062, 794.7766723632812, 152.5399932861328], [618.1500244140625, 152.5399932861328, 794.7766723632812, 175.74000549316406]]",key_management_condition,/,[],NOT_APPLICABLE_IN_CATALOG,HIGH,"[""catalog_cell_slash_not_applicable""]","[""该管理条件单元格为/，请确认名录原文是否确为不适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,14,SIMPLIFIED,八、农副食品加工业13,水产品加工136,136,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,7,"[46.56, 85.29, 794.78, 484.27]","[[441.25, 372.3900146484375, 618.1500244140625, 395.5899963378906], [441.25, 395.5899963378906, 618.1500244140625, 484.27000427246094], [618.1500244140625, 85.29000091552734, 794.7766723632812, 106.13999938964844], [618.1500244140625, 129.33999633789062, 794.7766723632812, 152.5399932861328], [618.1500244140625, 152.5399932861328, 794.7766723632812, 175.74000549316406]]",simplified_management_condition,年加工10 万吨及以上的水产品冷冻 加工1361、鱼糜制品及水产品干腌制 加工1362、鱼油提取及制品制造 1363、其他水产品加工1369,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 100000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年加工10万吨及以上"", ""metric_source_keyword"": ""年加工"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""年加工10万吨及以上的水产""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1361"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""的水产品冷冻加工1361、鱼糜制品及水产""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1362"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""水产品干腌制加工1362、鱼油提取及制品""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1363"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""油提取及制品制造1363、其他水产品加工""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1369"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""、其他水产品加工1369""}]",ELSE_CONDITION,LOW,"[""else_condition_requires_peer_condition_exclusion"", ""condition_contains_industry_code_candidate_review_needed""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""请确认 annual_processing_capacity 对应的实际规模/用量/产能，并提供证据。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,14,REGISTRATION,八、农副食品加工业13,水产品加工136,136,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,7,"[46.56, 85.29, 794.78, 484.27]","[[441.25, 372.3900146484375, 618.1500244140625, 395.5899963378906], [441.25, 395.5899963378906, 618.1500244140625, 484.27000427246094], [618.1500244140625, 85.29000091552734, 794.7766723632812, 106.13999938964844], [618.1500244140625, 129.33999633789062, 794.7766723632812, 152.5399932861328], [618.1500244140625, 152.5399932861328, 794.7766723632812, 175.74000549316406]]",registration_management_condition,其他﹡,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion"", ""asterisk_footnote_requires_industrial_building_condition""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,15,KEY,八、农副食品加工业13,蔬菜、菌类、水果和坚果加工137,137,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,8,"[46.56, 85.29, 794.78, 484.27]","[[618.1500244140625, 175.74000549316406, 794.7766723632812, 198.94000244140625], [618.1500244140625, 198.94000244140625, 794.7766723632812, 231.2899932861328], [618.1500244140625, 231.2899932861328, 794.7766723632812, 317.44000244140625], [618.1500244140625, 317.44000244140625, 794.7766723632812, 372.3900146484375], [618.1500244140625, 372.3900146484375, 794.7766723632812, 395.5899963378906]]",key_management_condition,涉及通用工序重点管理的,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_key_management"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序重点管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]",APPLIES_IF_CONDITION_MET,MEDIUM,"[""requires_general_process_cross_reference_109_112""]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,15,SIMPLIFIED,八、农副食品加工业13,蔬菜、菌类、水果和坚果加工137,137,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,8,"[46.56, 85.29, 794.78, 484.27]","[[618.1500244140625, 175.74000549316406, 794.7766723632812, 198.94000244140625], [618.1500244140625, 198.94000244140625, 794.7766723632812, 231.2899932861328], [618.1500244140625, 231.2899932861328, 794.7766723632812, 317.44000244140625], [618.1500244140625, 317.44000244140625, 794.7766723632812, 372.3900146484375], [618.1500244140625, 372.3900146484375, 794.7766723632812, 395.5899963378906]]",simplified_management_condition,涉及通用工序简化管理的,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_simplified_management"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序简化管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]",APPLIES_IF_CONDITION_MET,MEDIUM,"[""requires_general_process_cross_reference_109_112""]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,15,REGISTRATION,八、农副食品加工业13,蔬菜、菌类、水果和坚果加工137,137,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,8,"[46.56, 85.29, 794.78, 484.27]","[[618.1500244140625, 175.74000549316406, 794.7766723632812, 198.94000244140625], [618.1500244140625, 198.94000244140625, 794.7766723632812, 231.2899932861328], [618.1500244140625, 231.2899932861328, 794.7766723632812, 317.44000244140625], [618.1500244140625, 317.44000244140625, 794.7766723632812, 372.3900146484375], [618.1500244140625, 372.3900146484375, 794.7766723632812, 395.5899963378906]]",registration_management_condition,其他﹡,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion"", ""asterisk_footnote_requires_industrial_building_condition""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,16,KEY,八、农副食品加工业13,其他农副食品加工139,139,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,9,"[46.56, 85.29, 794.78, 484.27]",[],key_management_condition,年加工能力15 万吨玉米或者1.5 万 吨薯类及以上的淀粉生产或者年产1 万吨及以上的淀粉制品生产，有发酵 工艺的淀粉制品,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""fermentation_process"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""有发酵工艺"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 10000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""KEY"", ""raw_fragment"": ""年加工能力15万吨玉米或者1.5万吨薯类及以上的淀粉生产或者年产1万吨及以上"", ""metric_source_keyword"": ""年加工能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""15"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""年加工能力15万吨玉米或者1.""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1.5"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""15万吨玉米或者1.5万吨薯类及以上的""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""淀粉生产或者年产1万吨及以上的淀粉""}]",APPLIES_IF_CONDITION_MET,HIGH,[],"[""请确认 annual_processing_capacity 对应的实际规模/用量/产能，并提供证据。"", ""是否存在对应的染色、印花、水洗、鞣制或发酵工序？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,16,SIMPLIFIED,八、农副食品加工业13,其他农副食品加工139,139,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,9,"[46.56, 85.29, 794.78, 484.27]",[],simplified_management_condition,除重点管理以外的年加工能力1.5 万 吨及以上玉米、0.1 万吨及以上薯类 或豆类、4.5 万吨及以上小麦的淀粉 生产、年产0.1 万吨及以上的淀粉制 品生产（不含有发酵工艺的淀粉制 品）,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""fermentation_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""有发酵工艺"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 15000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""除重点管理以外的年加工能力1.5万吨及以上"", ""metric_source_keyword"": ""年加工能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 1000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""0.1万吨及以上"", ""metric_source_keyword"": ""年加工能力"", ""metric_inference"": ""INHERITED_FROM_LEFT_CONTEXT"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 45000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""4.5万吨及以上"", ""metric_source_keyword"": ""年加工能力"", ""metric_inference"": ""INHERITED_FROM_LEFT_CONTEXT"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""gte"", ""value"": 1000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年产0.1万吨及以上"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1.5"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""以外的年加工能力1.5万吨及以上玉米、""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""0.1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""万吨及以上玉米、0.1万吨及以上薯类或""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""4.5"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""以上薯类或豆类、4.5万吨及以上小麦的""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""0.1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""的淀粉生产、年产0.1万吨及以上的淀粉""}]",APPLIES_IF_CONDITION_MET,HIGH,"[""contains_negative_or_exclusion_semantics""]","[""请确认 annual_processing_capacity 对应的实际规模/用量/产能，并提供证据。"", ""请确认 annual_output 对应的实际规模/用量/产能，并提供证据。"", ""是否存在对应的染色、印花、水洗、鞣制或发酵工序？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,"[""除"", ""不含"", ""以外""]",contains_exclusion_semantics,
2019,16,REGISTRATION,八、农副食品加工业13,其他农副食品加工139,139,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,5,9,"[46.56, 85.29, 794.78, 484.27]",[],registration_management_condition,其他﹡,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion"", ""asterisk_footnote_requires_industrial_building_condition""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,17,KEY,九、食品制造业14,方便食品制造143，其他食品制造149,143;149,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,6,2,"[46.56, 85.29, 794.78, 469.72]","[[46.55999946594238, 421.2900085449219, 794.7766723632812, 441.6400146484375], [46.55999946594238, 441.6400146484375, 80.0, 469.7200012207031], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 126.48999786376953, 264.20001220703125, 195.08999633789062], [80.0, 195.08999633789062, 264.20001220703125, 227.49000549316406]]",key_management_condition,/,[],NOT_APPLICABLE_IN_CATALOG,HIGH,"[""catalog_cell_slash_not_applicable""]","[""该管理条件单元格为/，请确认名录原文是否确为不适用。""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,17,SIMPLIFIED,九、食品制造业14,方便食品制造143，其他食品制造149,143;149,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,6,2,"[46.56, 85.29, 794.78, 469.72]","[[46.55999946594238, 421.2900085449219, 794.7766723632812, 441.6400146484375], [46.55999946594238, 441.6400146484375, 80.0, 469.7200012207031], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 126.48999786376953, 264.20001220703125, 195.08999633789062], [80.0, 195.08999633789062, 264.20001220703125, 227.49000549316406]]",simplified_management_condition,米、面制品制造1431﹡，速冻食品制 造1432﹡，方便面制造1433﹡，其 他方便食品制造1439﹡，食品及饲料 添加剂制造1495﹡，以上均不含手工 制作、单纯混合或者分装的,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""simple_mixing_or_packaging"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""单纯混合或者分装"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1431"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""米、面制品制造1431﹡，速冻食品制造""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1432"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""﹡，速冻食品制造1432﹡，方便面制造1""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1433"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""2﹡，方便面制造1433﹡，其他方便食品""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1439"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""其他方便食品制造1439﹡，食品及饲料添""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1495"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""及饲料添加剂制造1495﹡，以上均不含手""}]",ELSE_CONDITION,LOW,"[""else_condition_requires_peer_condition_exclusion"", ""asterisk_footnote_requires_industrial_building_condition"", ""condition_contains_industry_code_candidate_review_needed"", ""contains_negative_or_exclusion_semantics""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,"[""不含""]",contains_exclusion_semantics,
2019,17,REGISTRATION,九、食品制造业14,方便食品制造143，其他食品制造149,143;149,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,6,2,"[46.56, 85.29, 794.78, 469.72]","[[46.55999946594238, 421.2900085449219, 794.7766723632812, 441.6400146484375], [46.55999946594238, 441.6400146484375, 80.0, 469.7200012207031], [80.0, 85.29000091552734, 264.20001220703125, 106.13999938964844], [80.0, 126.48999786376953, 264.20001220703125, 195.08999633789062], [80.0, 195.08999633789062, 264.20001220703125, 227.49000549316406]]",registration_management_condition,其他﹡,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion"", ""asterisk_footnote_requires_industrial_building_condition""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,18,KEY,九、食品制造业14,"焙烤食品制造141，糖果、巧克力及蜜
饯制造142，罐头食品制造145",141;142;145,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,6,3,"[46.56, 85.29, 794.78, 469.72]","[[80.0, 227.49000549316406, 264.20001220703125, 261.989990234375], [80.0, 261.989990234375, 264.20001220703125, 313.239990234375], [80.0, 333.5899963378906, 264.20001220703125, 380.5899963378906], [80.0, 380.5899963378906, 264.20001220703125, 400.94000244140625], [80.0, 400.94000244140625, 264.20001220703125, 421.2900085449219]]",key_management_condition,涉及通用工序重点管理的,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_key_management"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序重点管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]",APPLIES_IF_CONDITION_MET,MEDIUM,"[""requires_general_process_cross_reference_109_112""]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,18,SIMPLIFIED,九、食品制造业14,"焙烤食品制造141，糖果、巧克力及蜜
饯制造142，罐头食品制造145",141;142;145,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,6,3,"[46.56, 85.29, 794.78, 469.72]","[[80.0, 227.49000549316406, 264.20001220703125, 261.989990234375], [80.0, 261.989990234375, 264.20001220703125, 313.239990234375], [80.0, 333.5899963378906, 264.20001220703125, 380.5899963378906], [80.0, 380.5899963378906, 264.20001220703125, 400.94000244140625], [80.0, 400.94000244140625, 264.20001220703125, 421.2900085449219]]",simplified_management_condition,涉及通用工序简化管理的,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_simplified_management"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序简化管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]",APPLIES_IF_CONDITION_MET,MEDIUM,"[""requires_general_process_cross_reference_109_112""]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
2019,18,REGISTRATION,九、食品制造业14,"焙烤食品制造141，糖果、巧克力及蜜
饯制造142，罐头食品制造145",141;142;145,permit_management_catalog_table_cells.csv + permit_condition_normalization_draft.csv,固定污染源排污许可分类管理名录(2019年版).pdf,6,3,"[46.56, 85.29, 794.78, 469.72]","[[80.0, 227.49000549316406, 264.20001220703125, 261.989990234375], [80.0, 261.989990234375, 264.20001220703125, 313.239990234375], [80.0, 333.5899963378906, 264.20001220703125, 380.5899963378906], [80.0, 380.5899963378906, 264.20001220703125, 400.94000244140625], [80.0, 400.94000244140625, 264.20001220703125, 421.2900085449219]]",registration_management_condition,其他﹡,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]",ELSE_CONDITION,MEDIUM,"[""else_condition_requires_peer_condition_exclusion"", ""asterisk_footnote_requires_industrial_building_condition""]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",NEED_CONFIRM,DRAFT_NOT_FOR_RUNTIME,[],affirmative_or_unknown,
