link_id,baseline_entry_id,source_id,source_doc_title,source_standard_no_canonical,domain,source_role,link_type,target_kind,target_id,target_label,mapping_method,mapping_confidence,evidence_text,content_usability_flag,content_gate_status,human_review_label,gate_status,runtime_status,final_state,runtime_integration,candidate_only,radiation_all_industry_default_blocked,source_hash
PSL-V8_6-00124,PDB-V8_5-0023,PDS-V8_0-0023,火电厂烟气脱硝工程技术规范 选择性非催化还原法 HJ 563－2010,HJ 563-2010,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_VOCS_SOLVENT_AND_TREATMENT,VOCs溶剂使用、无组织排放与废气治理,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂烟气脱硝工程技术规范 选择性非催化还原法 HJ 563－2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,01f493a8ba913b583022880dbf32742acbc2b43008a53d7a9041ad25c9dd42ea
PSL-V8_6-00125,PDB-V8_5-0023,PDS-V8_0-0023,火电厂烟气脱硝工程技术规范 选择性非催化还原法 HJ 563－2010,HJ 563-2010,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂烟气脱硝工程技术规范 选择性非催化还原法 HJ 563－2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,01f493a8ba913b583022880dbf32742acbc2b43008a53d7a9041ad25c9dd42ea
PSL-V8_6-00126,PDB-V8_5-0023,PDS-V8_0-0023,火电厂烟气脱硝工程技术规范 选择性非催化还原法 HJ 563－2010,HJ 563-2010,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂烟气脱硝工程技术规范 选择性非催化还原法 HJ 563－2010,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,01f493a8ba913b583022880dbf32742acbc2b43008a53d7a9041ad25c9dd42ea
PSL-V8_6-00127,PDB-V8_5-0023,PDS-V8_0-0023,火电厂烟气脱硝工程技术规范 选择性非催化还原法 HJ 563－2010,HJ 563-2010,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,01f493a8ba913b583022880dbf32742acbc2b43008a53d7a9041ad25c9dd42ea
PSL-V8_6-00128,PDB-V8_5-0024,PDS-V8_0-0024,火电厂烟气脱硫工程技术规范 海水法 HJ 2046-2014,HJ 2046-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,air,air,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=air,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,b92558c878cd60e83493d94fe98f75b2c97656ea98bf27578b990a90a29c43e5
PSL-V8_6-00129,PDB-V8_5-0024,PDS-V8_0-0024,火电厂烟气脱硫工程技术规范 海水法 HJ 2046-2014,HJ 2046-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_VOCS_SOLVENT_AND_TREATMENT,VOCs溶剂使用、无组织排放与废气治理,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂烟气脱硫工程技术规范 海水法 HJ 2046-2014,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,b92558c878cd60e83493d94fe98f75b2c97656ea98bf27578b990a90a29c43e5
PSL-V8_6-00130,PDB-V8_5-0024,PDS-V8_0-0024,火电厂烟气脱硫工程技术规范 海水法 HJ 2046-2014,HJ 2046-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂烟气脱硫工程技术规范 海水法 HJ 2046-2014,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,b92558c878cd60e83493d94fe98f75b2c97656ea98bf27578b990a90a29c43e5
PSL-V8_6-00131,PDB-V8_5-0024,PDS-V8_0-0024,火电厂烟气脱硫工程技术规范 海水法 HJ 2046-2014,HJ 2046-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂烟气脱硫工程技术规范 海水法 HJ 2046-2014,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,b92558c878cd60e83493d94fe98f75b2c97656ea98bf27578b990a90a29c43e5
PSL-V8_6-00132,PDB-V8_5-0024,PDS-V8_0-0024,火电厂烟气脱硫工程技术规范 海水法 HJ 2046-2014,HJ 2046-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,b92558c878cd60e83493d94fe98f75b2c97656ea98bf27578b990a90a29c43e5
PSL-V8_6-00133,PDB-V8_5-0025,PDS-V8_0-0025,火电厂除尘工程技术规范 HJ 2039-2014,HJ 2039-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,air,air,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=air,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,76a6dfbd5d28f667f9ca1aa20464ef609bc2f5f90449d13267b213dfce8095d6
PSL-V8_6-00134,PDB-V8_5-0025,PDS-V8_0-0025,火电厂除尘工程技术规范 HJ 2039-2014,HJ 2039-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_VOCS_SOLVENT_AND_TREATMENT,VOCs溶剂使用、无组织排放与废气治理,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂除尘工程技术规范 HJ 2039-2014,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,76a6dfbd5d28f667f9ca1aa20464ef609bc2f5f90449d13267b213dfce8095d6
PSL-V8_6-00135,PDB-V8_5-0025,PDS-V8_0-0025,火电厂除尘工程技术规范 HJ 2039-2014,HJ 2039-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂除尘工程技术规范 HJ 2039-2014,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,76a6dfbd5d28f667f9ca1aa20464ef609bc2f5f90449d13267b213dfce8095d6
PSL-V8_6-00136,PDB-V8_5-0025,PDS-V8_0-0025,火电厂除尘工程技术规范 HJ 2039-2014,HJ 2039-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=火电厂除尘工程技术规范 HJ 2039-2014,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,76a6dfbd5d28f667f9ca1aa20464ef609bc2f5f90449d13267b213dfce8095d6
PSL-V8_6-00137,PDB-V8_5-0025,PDS-V8_0-0025,火电厂除尘工程技术规范 HJ 2039-2014,HJ 2039-2014,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,76a6dfbd5d28f667f9ca1aa20464ef609bc2f5f90449d13267b213dfce8095d6
PSL-V8_6-00138,PDB-V8_5-0026,PDS-V8_0-0026,炼焦化学工业废气治理工程技术规范 （HJ 1280—2023）,HJ 1280-2023,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,air,air,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=air,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,33d48d55c7dcd4437fc49abe044f1ea36159d71f83c3127bfd09b60f4be84fc9
PSL-V8_6-00139,PDB-V8_5-0026,PDS-V8_0-0026,炼焦化学工业废气治理工程技术规范 （HJ 1280—2023）,HJ 1280-2023,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_VOCS_SOLVENT_AND_TREATMENT,VOCs溶剂使用、无组织排放与废气治理,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=炼焦化学工业废气治理工程技术规范 （HJ 1280—2023）,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,33d48d55c7dcd4437fc49abe044f1ea36159d71f83c3127bfd09b60f4be84fc9
PSL-V8_6-00140,PDB-V8_5-0026,PDS-V8_0-0026,炼焦化学工业废气治理工程技术规范 （HJ 1280—2023）,HJ 1280-2023,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=炼焦化学工业废气治理工程技术规范 （HJ 1280—2023）,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,33d48d55c7dcd4437fc49abe044f1ea36159d71f83c3127bfd09b60f4be84fc9
PSL-V8_6-00141,PDB-V8_5-0026,PDS-V8_0-0026,炼焦化学工业废气治理工程技术规范 （HJ 1280—2023）,HJ 1280-2023,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=炼焦化学工业废气治理工程技术规范 （HJ 1280—2023）,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,33d48d55c7dcd4437fc49abe044f1ea36159d71f83c3127bfd09b60f4be84fc9
PSL-V8_6-00142,PDB-V8_5-0026,PDS-V8_0-0026,炼焦化学工业废气治理工程技术规范 （HJ 1280—2023）,HJ 1280-2023,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,33d48d55c7dcd4437fc49abe044f1ea36159d71f83c3127bfd09b60f4be84fc9
PSL-V8_6-00143,PDB-V8_5-0027,PDS-V8_0-0027,烟气循环流化床法烟气脱硫工程通用技术规范 HJ 178—2018,HJ 178-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,air,air,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=air,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,be5441052870eb1c7e452c97bdf0989bfe20c10212fe3fb2035e5dff4030932c
PSL-V8_6-00144,PDB-V8_5-0027,PDS-V8_0-0027,烟气循环流化床法烟气脱硫工程通用技术规范 HJ 178—2018,HJ 178-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_VOCS_SOLVENT_AND_TREATMENT,VOCs溶剂使用、无组织排放与废气治理,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=烟气循环流化床法烟气脱硫工程通用技术规范 HJ 178—2018,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,be5441052870eb1c7e452c97bdf0989bfe20c10212fe3fb2035e5dff4030932c
PSL-V8_6-00145,PDB-V8_5-0027,PDS-V8_0-0027,烟气循环流化床法烟气脱硫工程通用技术规范 HJ 178—2018,HJ 178-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=烟气循环流化床法烟气脱硫工程通用技术规范 HJ 178—2018,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,be5441052870eb1c7e452c97bdf0989bfe20c10212fe3fb2035e5dff4030932c
PSL-V8_6-00146,PDB-V8_5-0027,PDS-V8_0-0027,烟气循环流化床法烟气脱硫工程通用技术规范 HJ 178—2018,HJ 178-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=烟气循环流化床法烟气脱硫工程通用技术规范 HJ 178—2018,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,be5441052870eb1c7e452c97bdf0989bfe20c10212fe3fb2035e5dff4030932c
PSL-V8_6-00147,PDB-V8_5-0027,PDS-V8_0-0027,烟气循环流化床法烟气脱硫工程通用技术规范 HJ 178—2018,HJ 178-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,be5441052870eb1c7e452c97bdf0989bfe20c10212fe3fb2035e5dff4030932c
PSL-V8_6-00148,PDB-V8_5-0028,PDS-V8_0-0028,燃煤电厂超低排放烟气治理工程技术规范(HJ 2053-2018),HJ 2053-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,air,air,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=air,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,5ddc94057cb57939780ab4698a7da6c9ed48327149ff1efe410b30f44bd157d1
PSL-V8_6-00149,PDB-V8_5-0028,PDS-V8_0-0028,燃煤电厂超低排放烟气治理工程技术规范(HJ 2053-2018),HJ 2053-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_VOCS_SOLVENT_AND_TREATMENT,VOCs溶剂使用、无组织排放与废气治理,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=燃煤电厂超低排放烟气治理工程技术规范(HJ 2053-2018),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,5ddc94057cb57939780ab4698a7da6c9ed48327149ff1efe410b30f44bd157d1
PSL-V8_6-00150,PDB-V8_5-0028,PDS-V8_0-0028,燃煤电厂超低排放烟气治理工程技术规范(HJ 2053-2018),HJ 2053-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=燃煤电厂超低排放烟气治理工程技术规范(HJ 2053-2018),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,5ddc94057cb57939780ab4698a7da6c9ed48327149ff1efe410b30f44bd157d1
PSL-V8_6-00151,PDB-V8_5-0028,PDS-V8_0-0028,燃煤电厂超低排放烟气治理工程技术规范(HJ 2053-2018),HJ 2053-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCENARIO,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,DOMAIN_MEDIA_SEED,LOW,domain=air; role=TREATMENT_TECHNICAL_SPEC_SOURCE; title=燃煤电厂超低排放烟气治理工程技术规范(HJ 2053-2018),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,5ddc94057cb57939780ab4698a7da6c9ed48327149ff1efe410b30f44bd157d1
PSL-V8_6-00152,PDB-V8_5-0028,PDS-V8_0-0028,燃煤电厂超低排放烟气治理工程技术规范(HJ 2053-2018),HJ 2053-2018,air,TREATMENT_TECHNICAL_SPEC_SOURCE,STANDARD_SPECIFIES_TREATMENT,SCORE13,S06,环保治理设施运行情况,ROLE_RULE,MEDIUM,source_role=TREATMENT_TECHNICAL_SPEC_SOURCE -> S06,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCORE_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,5ddc94057cb57939780ab4698a7da6c9ed48327149ff1efe410b30f44bd157d1
PSL-V8_6-00153,PDB-V8_5-0029,PDS-V8_0-0029,环境空气气态污染物(氨、硫化氢)自动监测系统技术要求及检测方法(HJ1394-2024),HJ 1394-2024,air,MONITORING_REQUIREMENT_SOURCE,STANDARD_IN_DOMAIN,DOMAIN,air,air,DOMAIN_CLASSIFICATION,HIGH,V8.5 domain=air,TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,N/A,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,54819201b2c087ca9239b3f4ac3ee06ae4406abf5210bde9677cef3dd0f718b2
PSL-V8_6-00154,PDB-V8_5-0029,PDS-V8_0-0029,环境空气气态污染物(氨、硫化氢)自动监测系统技术要求及检测方法(HJ1394-2024),HJ 1394-2024,air,MONITORING_REQUIREMENT_SOURCE,STANDARD_REQUIRES_MONITORING,SCENARIO,SCN_DUST_PARTICULATE_CONTROL,粉尘颗粒物产生与除尘设施,DOMAIN_MEDIA_SEED,LOW,domain=air; role=MONITORING_REQUIREMENT_SOURCE; title=环境空气气态污染物(氨、硫化氢)自动监测系统技术要求及检测方法(HJ1394-2024),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,54819201b2c087ca9239b3f4ac3ee06ae4406abf5210bde9677cef3dd0f718b2
PSL-V8_6-00155,PDB-V8_5-0029,PDS-V8_0-0029,环境空气气态污染物(氨、硫化氢)自动监测系统技术要求及检测方法(HJ1394-2024),HJ 1394-2024,air,MONITORING_REQUIREMENT_SOURCE,STANDARD_REQUIRES_MONITORING,SCENARIO,SCN_GAS_STATION_VAPOR_UST,加油站油气回收、地下储罐与土壤地下水风险,DOMAIN_MEDIA_SEED,LOW,domain=air; role=MONITORING_REQUIREMENT_SOURCE; title=环境空气气态污染物(氨、硫化氢)自动监测系统技术要求及检测方法(HJ1394-2024),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,54819201b2c087ca9239b3f4ac3ee06ae4406abf5210bde9677cef3dd0f718b2
PSL-V8_6-00156,PDB-V8_5-0029,PDS-V8_0-0029,环境空气气态污染物(氨、硫化氢)自动监测系统技术要求及检测方法(HJ1394-2024),HJ 1394-2024,air,MONITORING_REQUIREMENT_SOURCE,STANDARD_REQUIRES_MONITORING,SCENARIO,SCN_ONLINE_MONITORING_KEY_UNIT,重点管理/重点排污单位在线监测,DOMAIN_MEDIA_SEED,LOW,domain=air; role=MONITORING_REQUIREMENT_SOURCE; title=环境空气气态污染物(氨、硫化氢)自动监测系统技术要求及检测方法(HJ1394-2024),TITLE_LEVEL_AND_SOURCE_LOCK_READY,TITLE_LEVEL_LINK_ONLY,,NEED_SCENARIO_CONFIRM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled,TRUE,FALSE,54819201b2c087ca9239b3f4ac3ee06ae4406abf5210bde9677cef3dd0f718b2
