catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,candidate_code,candidate_code_level,matched_industry_name,raw_fragment,raw_condition,review_status,review_question,source_basis,confidence,runtime_status,source_page
46,二十一、化学原料和化学制品制造业26,肥料制造262,262,SIMPLIFIED,2629,class,其他肥料制造,5，其他肥料制造2629，以上均不含单纯,钾肥制造2623，有机肥料及微生物肥 料制造2625，其他肥料制造2629， 以上均不含单纯混合或者分装的；氮 肥制造2621（单纯混合或者分装的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
46,二十一、化学原料和化学制品制造业26,肥料制造262,262,SIMPLIFIED,2621,class,氮肥制造,分装的；氮肥制造2621（单纯混合或者分,钾肥制造2623，有机肥料及微生物肥 料制造2625，其他肥料制造2629， 以上均不含单纯混合或者分装的；氮 肥制造2621（单纯混合或者分装的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
47,二十一、化学原料和化学制品制造业26,农药制造263,263,KEY,2631,class,化学农药制造,化学农药制造2631（包含农药中间体,化学农药制造2631（包含农药中间 体，不含单纯混合或者分装的），生 物化学农药及微生物农药制造2632 （有发酵工艺的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
47,二十一、化学原料和化学制品制造业26,农药制造263,263,KEY,2632,class,生物化学农药及微生物农药制造,及微生物农药制造2632（有发酵工艺的）,化学农药制造2631（包含农药中间 体，不含单纯混合或者分装的），生 物化学农药及微生物农药制造2632 （有发酵工艺的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
47,二十一、化学原料和化学制品制造业26,农药制造263,263,SIMPLIFIED,2631,class,化学农药制造,化学农药制造2631（单纯混合或者分,化学农药制造2631（单纯混合或者分 装的），生物化学农药及微生物农药 制造2632（无发酵工艺的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
47,二十一、化学原料和化学制品制造业26,农药制造263,263,SIMPLIFIED,2632,class,生物化学农药及微生物农药制造,及微生物农药制造2632（无发酵工艺的）,化学农药制造2631（单纯混合或者分 装的），生物化学农药及微生物农药 制造2632（无发酵工艺的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
48,二十一、化学原料和化学制品制造业26,涂料、油墨、颜料及类似产品制造264,264,KEY,2641,class,涂料制造,涂料制造2641，油墨及类似产品,涂料制造2641，油墨及类似产品制造 2642，工业颜料制造2643，工艺美术 颜料制造2644，染料制造2645，以 上均不含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
48,二十一、化学原料和化学制品制造业26,涂料、油墨、颜料及类似产品制造264,264,KEY,2642,class,油墨及类似产品制造,墨及类似产品制造2642，工业颜料制造2,涂料制造2641，油墨及类似产品制造 2642，工业颜料制造2643，工艺美术 颜料制造2644，染料制造2645，以 上均不含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
48,二十一、化学原料和化学制品制造业26,涂料、油墨、颜料及类似产品制造264,264,KEY,2643,class,工业颜料制造,2，工业颜料制造2643，工艺美术颜料制,涂料制造2641，油墨及类似产品制造 2642，工业颜料制造2643，工艺美术 颜料制造2644，染料制造2645，以 上均不含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
48,二十一、化学原料和化学制品制造业26,涂料、油墨、颜料及类似产品制造264,264,KEY,2644,class,工艺美术颜料制造,工艺美术颜料制造2644，染料制造264,涂料制造2641，油墨及类似产品制造 2642，工业颜料制造2643，工艺美术 颜料制造2644，染料制造2645，以 上均不含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
48,二十一、化学原料和化学制品制造业26,涂料、油墨、颜料及类似产品制造264,264,KEY,2645,class,染料制造,644，染料制造2645，以上均不含单纯,涂料制造2641，油墨及类似产品制造 2642，工业颜料制造2643，工艺美术 颜料制造2644，染料制造2645，以 上均不含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
48,二十一、化学原料和化学制品制造业26,涂料、油墨、颜料及类似产品制造264,264,SIMPLIFIED,2641,class,涂料制造,者分装的涂料制造2641、油墨及类似产品,单纯混合或者分装的涂料制造2641、 油墨及类似产品制造2642，密封用填 料及类似品制造2646（不含单纯混合 或者分装的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
48,二十一、化学原料和化学制品制造业26,涂料、油墨、颜料及类似产品制造264,264,SIMPLIFIED,2642,class,油墨及类似产品制造,墨及类似产品制造2642，密封用填料及类,单纯混合或者分装的涂料制造2641、 油墨及类似产品制造2642，密封用填 料及类似品制造2646（不含单纯混合 或者分装的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
48,二十一、化学原料和化学制品制造业26,涂料、油墨、颜料及类似产品制造264,264,SIMPLIFIED,2646,class,密封用填料及类似品制造,填料及类似品制造2646（不含单纯混合或,单纯混合或者分装的涂料制造2641、 油墨及类似产品制造2642，密封用填 料及类似品制造2646（不含单纯混合 或者分装的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
49,二十一、化学原料和化学制品制造业26,合成材料制造265,265,KEY,2651,class,初级形态塑料及合成树脂制造,料及合成树脂制造2651，合成橡胶制造2,初级形态塑料及合成树脂制造2651， 合成橡胶制造2652，合成纤维单（聚 合）体制造2653，其他合成材料制造 2659（陶瓷纤维等特种纤维及其增强 的复合材料的制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
49,二十一、化学原料和化学制品制造业26,合成材料制造265,265,KEY,2652,class,合成橡胶制造,1，合成橡胶制造2652，合成纤维单（聚,初级形态塑料及合成树脂制造2651， 合成橡胶制造2652，合成纤维单（聚 合）体制造2653，其他合成材料制造 2659（陶瓷纤维等特种纤维及其增强 的复合材料的制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
49,二十一、化学原料和化学制品制造业26,合成材料制造265,265,KEY,2653,class,合成纤维单(聚合)体制造,单（聚合）体制造2653，其他合成材料制,初级形态塑料及合成树脂制造2651， 合成橡胶制造2652，合成纤维单（聚 合）体制造2653，其他合成材料制造 2659（陶瓷纤维等特种纤维及其增强 的复合材料的制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
49,二十一、化学原料和化学制品制造业26,合成材料制造265,265,KEY,2659,class,其他合成材料制造,其他合成材料制造2659（陶瓷纤维等特种,初级形态塑料及合成树脂制造2651， 合成橡胶制造2652，合成纤维单（聚 合）体制造2653，其他合成材料制造 2659（陶瓷纤维等特种纤维及其增强 的复合材料的制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
49,二十一、化学原料和化学制品制造业26,合成材料制造265,265,REGISTRATION,2659,class,其他合成材料制造,其他合成材料制造2659（除陶瓷纤维等特,其他合成材料制造2659（除陶瓷纤维等 特种纤维及其增强的复合材料的制造 以外的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,KEY,2661,class,化学试剂和助剂制造,学试剂和助剂制造2661，专项化学用品制,化学试剂和助剂制造2661，专项化学 用品制造2662，林产化学产品制造 2663（有热解或者水解工艺的），以 上均不含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,KEY,2662,class,专项化学用品制造,专项化学用品制造2662，林产化学产品制,化学试剂和助剂制造2661，专项化学 用品制造2662，林产化学产品制造 2663（有热解或者水解工艺的），以 上均不含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,KEY,2663,class,林产化学产品制造,林产化学产品制造2663（有热解或者水解,化学试剂和助剂制造2661，专项化学 用品制造2662，林产化学产品制造 2663（有热解或者水解工艺的），以 上均不含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,SIMPLIFIED,2663,class,林产化学产品制造,林产化学产品制造2663（无热解或者水解,林产化学产品制造2663（无热解或者 水解工艺的），文化用信息化学品制 造2664，医学生产用信息化学品制造 2665，环境污染处理专用药剂材料制 造2666，动物胶制造2667，其他专 用化学产品制造2669，以上均不含单 纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,SIMPLIFIED,2664,class,文化用信息化学品制造,用信息化学品制造2664，医学生产用信息,林产化学产品制造2663（无热解或者 水解工艺的），文化用信息化学品制 造2664，医学生产用信息化学品制造 2665，环境污染处理专用药剂材料制 造2666，动物胶制造2667，其他专 用化学产品制造2669，以上均不含单 纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,SIMPLIFIED,2665,class,医学生产用信息化学品制造,用信息化学品制造2665，环境污染处理专,林产化学产品制造2663（无热解或者 水解工艺的），文化用信息化学品制 造2664，医学生产用信息化学品制造 2665，环境污染处理专用药剂材料制 造2666，动物胶制造2667，其他专 用化学产品制造2669，以上均不含单 纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,SIMPLIFIED,2666,class,环境污染处理专用药剂材料制造,专用药剂材料制造2666，动物胶制造26,林产化学产品制造2663（无热解或者 水解工艺的），文化用信息化学品制 造2664，医学生产用信息化学品制造 2665，环境污染处理专用药剂材料制 造2666，动物胶制造2667，其他专 用化学产品制造2669，以上均不含单 纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,SIMPLIFIED,2667,class,动物胶制造,66，动物胶制造2667，其他专用化学产,林产化学产品制造2663（无热解或者 水解工艺的），文化用信息化学品制 造2664，医学生产用信息化学品制造 2665，环境污染处理专用药剂材料制 造2666，动物胶制造2667，其他专 用化学产品制造2669，以上均不含单 纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
50,二十一、化学原料和化学制品制造业26,专用化学产品制造266,266,SIMPLIFIED,2669,class,其他专用化学产品制造,专用化学产品制造2669，以上均不含单纯,林产化学产品制造2663（无热解或者 水解工艺的），文化用信息化学品制 造2664，医学生产用信息化学品制造 2665，环境污染处理专用药剂材料制 造2666，动物胶制造2667，其他专 用化学产品制造2669，以上均不含单 纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,10
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,KEY,2681,class,肥皂及洗涤剂制造,肥皂及洗涤剂制造2681（以油脂为原料的,肥皂及洗涤剂制造2681（以油脂为原 料的肥皂或者皂粒制造），香料、香 精制造2684（香料制造），以上均不 含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,KEY,2684,class,香料、香精制造,，香料、香精制造2684（香料制造），以,肥皂及洗涤剂制造2681（以油脂为原 料的肥皂或者皂粒制造），香料、香 精制造2684（香料制造），以上均不 含单纯混合或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,SIMPLIFIED,2681,class,肥皂及洗涤剂制造,肥皂及洗涤剂制造2681（采用高塔喷粉工,肥皂及洗涤剂制造2681（采用高塔喷 粉工艺的合成洗衣粉制造），香料、 香精制造2684（采用热反应工艺的香 精制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,SIMPLIFIED,2684,class,香料、香精制造,，香料、香精制造2684（采用热反应工艺,肥皂及洗涤剂制造2681（采用高塔喷 粉工艺的合成洗衣粉制造），香料、 香精制造2684（采用热反应工艺的香 精制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,REGISTRATION,2681,class,肥皂及洗涤剂制造,肥皂及洗涤剂制造2681（除重点管理、简,肥皂及洗涤剂制造2681（除重点管理、 简化管理以外的），化妆品制造2682， 口腔清洁用品制造2683，香料、香精制 造 2684（除重点管理、简化管理以外 的），其他日用化学产品制造2689,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,REGISTRATION,2682,class,化妆品制造,的），化妆品制造2682，口腔清洁用品制,肥皂及洗涤剂制造2681（除重点管理、 简化管理以外的），化妆品制造2682， 口腔清洁用品制造2683，香料、香精制 造 2684（除重点管理、简化管理以外 的），其他日用化学产品制造2689,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,REGISTRATION,2683,class,口腔清洁用品制造,口腔清洁用品制造2683，香料、香精制造,肥皂及洗涤剂制造2681（除重点管理、 简化管理以外的），化妆品制造2682， 口腔清洁用品制造2683，香料、香精制 造 2684（除重点管理、简化管理以外 的），其他日用化学产品制造2689,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,REGISTRATION,2684,class,香料、香精制造,，香料、香精制造2684（除重点管理、简,肥皂及洗涤剂制造2681（除重点管理、 简化管理以外的），化妆品制造2682， 口腔清洁用品制造2683，香料、香精制 造 2684（除重点管理、简化管理以外 的），其他日用化学产品制造2689,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
52,二十一、化学原料和化学制品制造业26,日用化学产品制造268,268,REGISTRATION,2689,class,其他日用化学产品制造,日用化学产品制造2689,肥皂及洗涤剂制造2681（除重点管理、 简化管理以外的），化妆品制造2682， 口腔清洁用品制造2683，香料、香精制 造 2684（除重点管理、简化管理以外 的），其他日用化学产品制造2689,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
54,二十二、医药制造业27,化学药品制剂制造272,272,KEY,2720,class,化学药品制剂制造,化学药品制剂制造2720（不含单纯混合或,化学药品制剂制造2720（不含单纯混 合或者分装的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
57,二十二、医药制造业27,兽用药品制造275,275,KEY,2750,class,兽用药品制造,兽用药品制造2750（不含单纯混合或,兽用药品制造2750（不含单纯混合或 者分装的）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
58,二十二、医药制造业27,生物药品制品制造276,276,KEY,2761,class,生物药品制造,生物药品制造2761，基因工程药物和,生物药品制造2761，基因工程药物和 疫苗制造2762，以上均不含单纯混合 或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
58,二十二、医药制造业27,生物药品制品制造276,276,KEY,2762,class,基因工程药物和疫苗制造,程药物和疫苗制造2762，以上均不含单纯,生物药品制造2761，基因工程药物和 疫苗制造2762，以上均不含单纯混合 或者分装的,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
59,二十二、医药制造业27,卫生材料及医药用品制造277,277,REGISTRATION,2770,class,卫生材料及医药用品制造,料及医药用品制造2770,卫生材料及医药用品制造2770,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2811,class,化纤浆粕制造,化纤浆粕制造2811，人造纤维（纤维,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2812,class,人造纤维（纤维素纤维）制造,纤维素纤维）制造2812，锦纶纤维制造2,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
60,二十三、化学纤维制造业28,"纤维素纤维原料及纤维制造281，合成
纤维制造282，生物基材料制造283",281;282;283,KEY,2821,class,锦纶纤维制造,2，锦纶纤维制造2821，涤纶纤维制造2,化纤浆粕制造2811，人造纤维（纤维 素纤维）制造 2812，锦纶纤维制造 2821，涤纶纤维制造2822，腈纶纤维 制造2823，维纶纤维制造2824，氨 纶纤维制造2826，其他合成纤维制造 2829，生物基化学纤维制造2831（莱 赛尔纤维制造）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,11
