industry_code,industry_name,division_code,division_name,group_code,group_name,catalog_entry_no,major_category_text,industry_category_text,target_management_condition,backfill_scope,raw_condition,applies_status,division_context_gate_status,division_context_gate_reason,division_context_evidence_field,division_context_evidence_text,division_context_gate_confidence,division_context_blocking_flags,initial_review_reason,human_review_label,human_reviewer,human_review_notes,confirmation_question,runtime_status
2221,机制纸及纸板制造,22,造纸和纸制品业,222,造纸,38,十七、造纸和纸制品业22,纸制品制造223,KEY,DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2221,机制纸及纸板制造,22,造纸和纸制品业,222,造纸,38,十七、造纸和纸制品业22,纸制品制造223,REGISTRATION,DIVISION_CONTEXT,其他﹡,ELSE_CONDITION,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,else_condition_requires_peer_condition_exclusion,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2221,机制纸及纸板制造,22,造纸和纸制品业,222,造纸,38,十七、造纸和纸制品业22,纸制品制造223,SIMPLIFIED,DIVISION_CONTEXT,有工业废水或者废气排放的,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_eia_or_permit_confirmation,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,36,十七、造纸和纸制品业22,纸浆制造221,KEY,DIVISION_CONTEXT,全部,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_eia_or_permit_confirmation,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,36,十七、造纸和纸制品业22,纸浆制造221,REGISTRATION,DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,36,十七、造纸和纸制品业22,纸浆制造221,SIMPLIFIED,DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,37,十七、造纸和纸制品业22,造纸222,KEY,CODE_MATCH+DIVISION_CONTEXT,机制纸及纸板制造2221、手工纸制造 2222,APPLIES_IF_CONDITION_MET,APPLIES,EXPLICIT_CLASS_CODE_IN_RAW_CONDITION,raw_condition,2222,HIGH,,名录条目或条件文本明确出现该小类/中类/名称，仍需按条件和现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,37,十七、造纸和纸制品业22,造纸222,REGISTRATION,CODE_MATCH+DIVISION_CONTEXT,除简化管理外的加工纸制造2223﹡,APPLIES_IF_CONDITION_MET,APPLIES,EXPLICIT_GROUP_CODE_IN_RAW_CONDITION,raw_condition,222,MEDIUM,,名录条目或条件文本明确出现该小类/中类/名称，仍需按条件和现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,37,十七、造纸和纸制品业22,造纸222,SIMPLIFIED,CODE_MATCH+DIVISION_CONTEXT,有工业废水和废气排放的加工纸制 造2223,APPLIES_IF_CONDITION_MET,APPLIES,EXPLICIT_GROUP_CODE_IN_RAW_CONDITION,raw_condition,222,MEDIUM,,名录条目或条件文本明确出现该小类/中类/名称，仍需按条件和现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,38,十七、造纸和纸制品业22,纸制品制造223,KEY,DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,38,十七、造纸和纸制品业22,纸制品制造223,REGISTRATION,DIVISION_CONTEXT,其他﹡,ELSE_CONDITION,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,else_condition_requires_peer_condition_exclusion,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2222,手工纸制造,22,造纸和纸制品业,222,造纸,38,十七、造纸和纸制品业22,纸制品制造223,SIMPLIFIED,DIVISION_CONTEXT,有工业废水或者废气排放的,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_eia_or_permit_confirmation,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,KEY,CODE_MATCH+DIVISION_CONTEXT,原油加工及石油制品制造2511，其他 原油制造2519，以上均不含单纯混合 或者分装的,ELSE_CONDITION,MAY_APPLY,EXPLICIT_CLASS_CODE_WITH_CONDITIONAL_FLAGS,raw_condition,2511,HIGH,else_condition_requires_peer_condition_exclusion,文本有明确代码/名称命中，但存在其他/重点名单/通用工序等条件，不能直接升级为适用。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,REGISTRATION,CODE_MATCH+DIVISION_CONTEXT,单纯混合或者分装的,APPLIES_IF_CONDITION_MET,APPLIES,EXPLICIT_GROUP_CODE_IN_INDUSTRY_CATEGORY_TEXT,industry_category_text,251,MEDIUM,,名录条目或条件文本明确出现该小类/中类/名称，仍需按条件和现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,SIMPLIFIED,CODE_MATCH+DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,KEY,DIVISION_CONTEXT,炼焦2521，煤制合成气生产2522， 煤制液体燃料生产2523,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_eia_or_permit_confirmation,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,REGISTRATION,DIVISION_CONTEXT,煤制品制造2524，其他煤炭加工2529,ELSE_CONDITION,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,else_condition_requires_peer_condition_exclusion,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,SIMPLIFIED,DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,KEY,DIVISION_CONTEXT,涉及通用工序重点管理的,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_general_process_cross_reference_109_112,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,REGISTRATION,DIVISION_CONTEXT,其他,ELSE_CONDITION,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,else_condition_requires_peer_condition_exclusion,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2511,原油加工及石油制品制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,SIMPLIFIED,DIVISION_CONTEXT,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_general_process_cross_reference_109_112,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,KEY,CODE_MATCH+DIVISION_CONTEXT,原油加工及石油制品制造2511，其他 原油制造2519，以上均不含单纯混合 或者分装的,ELSE_CONDITION,MAY_APPLY,EXPLICIT_CLASS_CODE_WITH_CONDITIONAL_FLAGS,raw_condition,2519,HIGH,else_condition_requires_peer_condition_exclusion,文本有明确代码/名称命中，但存在其他/重点名单/通用工序等条件，不能直接升级为适用。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,REGISTRATION,CODE_MATCH+DIVISION_CONTEXT,单纯混合或者分装的,APPLIES_IF_CONDITION_MET,APPLIES,EXPLICIT_GROUP_CODE_IN_INDUSTRY_CATEGORY_TEXT,industry_category_text,251,MEDIUM,,名录条目或条件文本明确出现该小类/中类/名称，仍需按条件和现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,SIMPLIFIED,CODE_MATCH+DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,KEY,DIVISION_CONTEXT,炼焦2521，煤制合成气生产2522， 煤制液体燃料生产2523,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_eia_or_permit_confirmation,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,REGISTRATION,DIVISION_CONTEXT,煤制品制造2524，其他煤炭加工2529,ELSE_CONDITION,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,else_condition_requires_peer_condition_exclusion,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,SIMPLIFIED,DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,KEY,DIVISION_CONTEXT,涉及通用工序重点管理的,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_general_process_cross_reference_109_112,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,REGISTRATION,DIVISION_CONTEXT,其他,ELSE_CONDITION,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,else_condition_requires_peer_condition_exclusion,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2519,其他原油制造,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,SIMPLIFIED,DIVISION_CONTEXT,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_general_process_cross_reference_109_112,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,KEY,DIVISION_CONTEXT,原油加工及石油制品制造2511，其他 原油制造2519，以上均不含单纯混合 或者分装的,ELSE_CONDITION,NOT_APPLY,FORCED_HIGH_RISK_CONTEXT_DENOISE,manual_override,42,LOW,division_context_default_apply_blocked,名录条目42为原油加工及石油制品制造251候选；2530核燃料加工不应继承该条目。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,REGISTRATION,DIVISION_CONTEXT,单纯混合或者分装的,APPLIES_IF_CONDITION_MET,NOT_APPLY,FORCED_HIGH_RISK_CONTEXT_DENOISE,manual_override,42,LOW,division_context_default_apply_blocked,名录条目42为原油加工及石油制品制造251候选；2530核燃料加工不应继承该条目。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,42,二十、石油、煤炭及其他燃料加工业25,精炼石油产品制造251,SIMPLIFIED,DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,KEY,DIVISION_CONTEXT,炼焦2521，煤制合成气生产2522， 煤制液体燃料生产2523,APPLIES_IF_CONDITION_MET,NOT_APPLY,FORCED_HIGH_RISK_CONTEXT_DENOISE,manual_override,43,LOW,division_context_default_apply_blocked,名录条目43为炼焦252候选；2530核燃料加工不应继承该条目。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,REGISTRATION,DIVISION_CONTEXT,煤制品制造2524，其他煤炭加工2529,ELSE_CONDITION,NOT_APPLY,FORCED_HIGH_RISK_CONTEXT_DENOISE,manual_override,43,LOW,division_context_default_apply_blocked,名录条目43为炼焦252候选；2530核燃料加工不应继承该条目。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,43,二十、石油、煤炭及其他燃料加工业25,煤炭加工252,SIMPLIFIED,DIVISION_CONTEXT,/,NOT_APPLICABLE_IN_CATALOG,NOT_APPLY,SLASH_NOT_APPLICABLE,raw_condition,/,HIGH,catalog_cell_slash_not_applicable,该管理条件单元格为/，不适用于该条件类型。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,KEY,DIVISION_CONTEXT,涉及通用工序重点管理的,APPLIES_IF_CONDITION_MET,NOT_APPLY,FORCED_HIGH_RISK_CONTEXT_DENOISE,manual_override,44,LOW,division_context_default_apply_blocked,名录条目44为煤制燃料加工254候选；2530核燃料加工不应继承该条目。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,REGISTRATION,DIVISION_CONTEXT,其他,ELSE_CONDITION,NOT_APPLY,FORCED_HIGH_RISK_CONTEXT_DENOISE,manual_override,44,LOW,division_context_default_apply_blocked,名录条目44为煤制燃料加工254候选；2530核燃料加工不应继承该条目。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2530,核燃料加工,25,石油、煤炭及其他燃料加工业,253,核燃料加工,44,二十、石油、煤炭及其他燃料加工业25,生物质燃料加工254,SIMPLIFIED,DIVISION_CONTEXT,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,NOT_APPLY,FORCED_HIGH_RISK_CONTEXT_DENOISE,manual_override,44,LOW,division_context_default_apply_blocked,名录条目44为煤制燃料加工254候选；2530核燃料加工不应继承该条目。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2611,无机酸制造,26,化学原料和化学制品制造业,261,基础化学原料制造,45,二十一、化学原料和化学制品制造业26,基础化学原料制造261,KEY,CODE_MATCH+DIVISION_CONTEXT,无机酸制造2611，无机碱制造2612， 无机盐制造2613 ，有机化学原料制造 2614，其他基础化学原料制造2619（非 金属无机氧化物、金属氧化物、金属 过氧化物、金属超氧化物、硫磺、磷、 硅、精硅、硒、砷、硼、碲)，以上均 不含单纯混合或者分装的,ELSE_CONDITION,MAY_APPLY,EXPLICIT_CLASS_CODE_WITH_CONDITIONAL_FLAGS,raw_condition,2611,HIGH,else_condition_requires_peer_condition_exclusion,文本有明确代码/名称命中，但存在其他/重点名单/通用工序等条件，不能直接升级为适用。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2611,无机酸制造,26,化学原料和化学制品制造业,261,基础化学原料制造,45,二十一、化学原料和化学制品制造业26,基础化学原料制造261,REGISTRATION,CODE_MATCH+DIVISION_CONTEXT,其他基础化学原料制造2619（除重点管 理、简化管理以外的）,ELSE_CONDITION,MAY_APPLY,EXPLICIT_GROUP_CODE_WITH_CONDITIONAL_FLAGS,raw_condition,261,MEDIUM,else_condition_requires_peer_condition_exclusion,文本有明确代码/名称命中，但存在其他/重点名单/通用工序等条件，不能直接升级为适用。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2611,无机酸制造,26,化学原料和化学制品制造业,261,基础化学原料制造,45,二十一、化学原料和化学制品制造业26,基础化学原料制造261,SIMPLIFIED,CODE_MATCH+DIVISION_CONTEXT,单纯混合或者分装的无机酸制造 2611、无机碱制造2612、无机盐制造 2613、有机化学原料制造2614、其他 基础化学原料制造2619（非金属无机 氧化物、金属氧化物、金属过氧化物、 金属超氧化物、硫磺、磷、硅、精硅、 硒、砷、硼、碲）,ELSE_CONDITION,MAY_APPLY,EXPLICIT_CLASS_CODE_WITH_CONDITIONAL_FLAGS,raw_condition,2611,HIGH,else_condition_requires_peer_condition_exclusion,文本有明确代码/名称命中，但存在其他/重点名单/通用工序等条件，不能直接升级为适用。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2611,无机酸制造,26,化学原料和化学制品制造业,261,基础化学原料制造,46,二十一、化学原料和化学制品制造业26,肥料制造262,KEY,DIVISION_CONTEXT,氮肥制造2621，磷肥制造2622，复 混肥料制造2624，以上均不含单纯混 合或者分装的,APPLIES_IF_CONDITION_MET,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,requires_eia_or_permit_confirmation,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2611,无机酸制造,26,化学原料和化学制品制造业,261,基础化学原料制造,46,二十一、化学原料和化学制品制造业26,肥料制造262,REGISTRATION,DIVISION_CONTEXT,其他,ELSE_CONDITION,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,else_condition_requires_peer_condition_exclusion,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
2611,无机酸制造,26,化学原料和化学制品制造业,261,基础化学原料制造,46,二十一、化学原料和化学制品制造业26,肥料制造262,SIMPLIFIED,DIVISION_CONTEXT,钾肥制造2623，有机肥料及微生物肥 料制造2625，其他肥料制造2629， 以上均不含单纯混合或者分装的；氮 肥制造2621（单纯混合或者分装的）,ELSE_CONDITION,NEED_EIA_OR_PERMIT_CONFIRM,DIVISION_ONLY_NO_DIRECT_EVIDENCE,none,,LOW,else_condition_requires_peer_condition_exclusion,仅因同大类上下文进入候选，不能升级为APPLIES，需环评、排污许可或现场事实确认。,,,,该名录条目/条件是否真实适用于该四位小类及企业现场事实？请核对环评、批复、排污许可、登记回执和现场工序。,DRAFT_NOT_FOR_RUNTIME
