sample_id,sample_set,sample_bucket,industry_code,industry_name,sample_polarity,factor_ids,factor_names,evidence_requirements,photo_points,confirmation_questions,source_basis,candidate_status,gate_status,confidence,blocked_actions,runtime_effect,runtime_status,final_state,runtime_integration,notes,version_manifest_id
ECC_IFS_028,BATCH5_A,hazwaste_operator,7724,危险废物治理和小微收集平台,POSITIVE,hazardous_waste;hazwaste_storage_room;waste_transfer_ledger;soil_groundwater_risk;rainwater_accident_risk;emergency_response_materials;permit_execution_reporting;liquid_chemical_tank_area,危废经营;危废贮存区;联单;防渗;事故水;应急物资;经营许可证;分区贮存,危废经营许可证;转移联单台账;防渗围堰巡检记录,危废贮存区;分类分区标识;事故池,是否接收危废实物;危废贮存区是否分类分区;防渗事故水和联单是否齐全,EcoCheck batch5 A sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,经营贮存端而非普通产废单位,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_029,BATCH5_A,medwaste_central_treatment,7724,医疗废物集中处置,POSITIVE,production_process_activity;medwaste_disposal_agreement;medwaste_storage_transfer;hazwaste_storage_room;waste_transfer_ledger;wastewater_generation;wastewater_station;unorganized_exhaust;exhaust_treatment_facility;hazardous_waste;boiler_combustion;emergency_response_materials,医废处置;医废转运;医废暂存;联单;清洗消毒废水;污水站;异味;喷淋塔;危险废物;焚烧;应急,医疗废物转运台账;灭菌或焚烧运行记录;污水站运行记录,医废暂存冷库;灭菌或焚烧设施;废气治理设施,是否为集中处置单位;是否存在灭菌焚烧和周转箱清洗;医废联单和污水站是否齐全,EcoCheck batch5 A sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,处理端区别于医院医废暂存,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_030,BATCH5_A,organic_fertilizer_manure,2625,有机肥料制造和粪污资源化,POSITIVE,production_process_activity;wastewater_generation;general_solid_waste;unorganized_exhaust;exhaust_treatment_facility;soil_groundwater_risk;rainwater_accident_risk;rain_sewage_separation;noise_source;dust_particulate,有机肥发酵;堆肥渗滤液;沼渣;发酵臭气;除臭;防渗;初期雨水;雨污分流;翻抛噪声;包装粉尘,粪污接收台账;除臭设施运行记录;防渗巡检记录,发酵翻抛区;粪污暂存池;除臭生物滤池,是否接收粪污;是否有发酵除臭和防渗;雨污分流和渗滤液是否确认,EcoCheck batch5 A sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,养殖后端资源化处理样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_031,BATCH5_B,adhesive_ink_use,3979,电子组装胶黏剂油墨使用端,POSITIVE,production_process_activity;vocs_emission;hazardous_waste;exhaust_treatment_facility;organized_exhaust_stack;involves_hazchem_major_hazard,点胶丝印;VOCs;废胶废溶剂;活性炭;排气筒;清洗剂,油墨胶黏剂用量台账;废活性炭危废台账;废气治理运行记录,点胶丝印工位;活性炭吸附箱;危废暂存间,是否存在点胶涂胶丝印;是否有废胶废溶剂;是否有废气治理和排气筒,EcoCheck batch5 B sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,使用端而非制造端VOCs样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_032,BATCH5_B,textile_finishing_coated_fabric,1752,染整后整理和涂层布,POSITIVE,production_process_activity;wastewater_generation;wastewater_station;vocs_emission;boiler_combustion;general_solid_waste;exhaust_treatment_facility;noise_source,后整理;废水;污水站;涂层胶VOCs;锅炉;污泥;定型废气治理;风机噪声,定型废气治理记录;污水站运行记录;污泥处置台账,定型机;涂层工段;污水处理站,是否有定型涂层和水洗;污水站和污泥是否管理;锅炉和废气治理是否确认,EcoCheck batch5 B sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,印染后整理补充分支,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_033,BATCH5_B,detergent_daily_chemical,2681,肥皂洗涤剂和日化品制造,POSITIVE,production_process_activity;wastewater_generation;wastewater_station;vocs_emission;hazardous_waste;involves_hazchem_major_hazard;liquid_chemical_tank_area;soil_groundwater_risk;rainwater_accident_risk;general_solid_waste,日化制造;清洗废水;污水站;香精乙醇;废包装桶;危化;储罐;防渗;事故水;一般固废,清洗废水记录;废包装桶危废台账;危化品清单,配液反应釜;储罐区;污水处理站,是否存在配液乳化灌装;香精乙醇和储罐是否涉及;清洗废水和废包装桶如何管理,EcoCheck batch5 B sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,轻工与化工交界样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_034,BATCH5_B,auto_4s_repair_complex,8111,汽车4S维修综合体,POSITIVE,production_process_activity;vocs_emission;dust_particulate;hazardous_waste;hazwaste_storage_room;exhaust_treatment_facility;wastewater_generation;wastewater_discharge_route;rain_sewage_separation;rainwater_accident_risk;soil_groundwater_risk;noise_source,维修;喷漆房;打磨粉尘;危废;危废间;废气治理;洗车废水;排水去向;雨污分流;事故水;含油防渗;噪声,废机油危废台账;喷漆房维护记录;隔油池清掏记录,喷漆房;危废暂存间;洗车隔油池,是否仅销售还是维修综合体;是否有喷漆洗车隔油;危废间和雨污分流是否确认,EcoCheck batch5 B sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,维修加洗车加喷漆组合样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_035,BATCH5_B,logistics_cold_chain_park,5990,大型物流园和冷链物流园,POSITIVE,wastewater_generation;rain_sewage_separation;wastewater_discharge_route;rainwater_accident_risk;emergency_response_materials;hazardous_waste;involves_hazchem_major_hazard;noise_source;boiler_combustion,车辆冲洗;雨污分流;排水去向;事故水;应急;废冷冻机油;液氨;制冷机噪声;柴油发电机,冷链制冷巡检记录;车辆冲洗废水记录;废冷冻机油危废台账,制冷机房;车辆冲洗区;应急物资柜,是否普通仓配还是冷链液氨;车辆冲洗和排水去向是否明确;废冷冻机油和应急物资是否管理,EcoCheck batch5 B sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,物流园多业态样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_036,BATCH5_C,funeral_cremation,8080,殡葬服务火化,POSITIVE,production_process_activity;boiler_combustion;organized_exhaust_stack;exhaust_treatment_facility;unorganized_exhaust;hazardous_waste;wastewater_generation;noise_source,火化;火化炉;排气筒;烟气净化;异味;废活性炭飞灰;生活污水;风机噪声,火化烟气净化运行记录;废活性炭处置台账;排气筒监测报告,火化炉;烟气净化设施;烟囱排气筒,是否存在火化炉;烟气净化和排气筒是否监测;废活性炭飞灰如何处置,EcoCheck batch5 C sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,火化固定燃烧源样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_037,BATCH5_C,lab_animal_room,7340,医学研究实验动物房,POSITIVE,production_process_activity;wastewater_generation;hazardous_waste;general_solid_waste;unorganized_exhaust;exhaust_treatment_facility;involves_hazchem_major_hazard;noise_source;hazwaste_storage_room,实验动物;笼具清洗废水;动物尸体;垫料;动物房废气;动物房排风;试剂;风机噪声;危废暂存间,动物尸体处置记录;实验室废液危废台账;动物房排风运行记录,动物房;笼具清洗区;废物暂存点,是否为动物房作业;动物尸体和垫料如何处置;动物房排风除臭和试剂是否管理,EcoCheck batch5 C sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,生物安全废物边界样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_038,BATCH5_C,carwash_detailing,8111,洗车汽车美容连锁,POSITIVE,wastewater_generation;wastewater_discharge_route;rain_sewage_separation;rainwater_accident_risk;general_solid_waste;hazardous_waste;soil_groundwater_risk;noise_source;involves_hazchem_major_hazard,洗车废水;排水去向;雨污分流;油水分离;沉淀池泥砂;含油抹布;防渗;空压机噪声;洗车剂,洗车废水处理记录;隔油池清掏记录;含油抹布处置记录,洗车区;隔油沉淀池;排水沟,是否纯洗车还是含维修喷漆;隔油沉淀池和排水去向是否明确;含油废物如何处置,EcoCheck batch5 C sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,纯洗车美容边界样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_039,BATCH5_C,optical_lens_glass_processing,3054,光学玻璃和镜片深加工,POSITIVE,production_process_activity;wastewater_generation;dust_particulate;general_solid_waste;hazardous_waste;involves_hazchem_major_hazard;vocs_emission;noise_source,镜片加工;研磨废水;玻璃粉尘;边角料;废切削液;酸碱清洗剂;清洗剂VOCs;空压站噪声,研磨抛光废水记录;废切削液危废台账;边角料处置台账,镜片研磨线;清洗槽;危废暂存点,是否为深加工而非窑炉制造;研磨抛光废水如何处理;废切削液和清洗剂是否纳管,EcoCheck batch5 C sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,玻璃深加工区别于玻璃窑炉,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_040,BATCH5_C,pcb_outsourced_repair_recycling,3972,线路板外协和电子维修回收,POSITIVE,production_process_activity;hazardous_waste;involves_heavy_metal;wastewater_generation;involves_hazchem_major_hazard;vocs_emission;exhaust_treatment_facility;dust_particulate;general_solid_waste;hazwaste_storage_room;waste_transfer_ledger;soil_groundwater_risk,线路板拆解;废电路板;含铅焊料;含铜废水;酸洗;助焊剂;废气治理;焊烟;边角料;危废间;联单;防渗,废电路板危废台账;转移联单;含铜废水记录,焊接拆解工位;危废暂存间;废气治理设施,是否存在PCB拆解或维修;废电路板和含铜废水是否管理;危废间联单和防渗是否确认,EcoCheck batch5 C sampling,CANDIDATE_RECALLED,SITE_VERIFICATION_REQUIRED,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,小作坊和维修回收边界样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_NEG_001,NEGATIVE_SAMPLE,office_only,7299,商务服务纯办公,NEGATIVE,production_process_activity;wastewater_station;hazardous_waste;involves_hazchem_major_hazard;unorganized_exhaust;soil_groundwater_risk;rainwater_accident_risk,不得触发生产;不得触发污水站;不得触发危废;不得触发危化;不得触发废气;不得触发防渗;不得触发事故水,不涉及专项设施说明,普通现场全景,是否确认为仅办公且无实验室无维修无清洗无危化无危废,EcoCheck negative sampling,NOT_APPLY_WITH_EVIDENCE,BLOCKED_BY_NEGATIVE_SAMPLE,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector;activate_positive_factor_without_evidence;override_site_fact,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,否定样本只用于阻止误触发,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_NEG_002,NEGATIVE_SAMPLE,passenger_port,5531,客运港口普通件杂货港口,NEGATIVE,production_process_activity;hazardous_waste;involves_hazchem_major_hazard;soil_groundwater_risk;rainwater_accident_risk;unorganized_exhaust,不得触发船修生产;不得触发危废;不得触发危化;不得触发防渗;不得触发雨水事故;不得触发废气,不涉及专项设施说明,普通现场全景,是否无船舶维修无清洗无储油无危化仓储无散货堆场,EcoCheck negative sampling,NOT_APPLY_WITH_EVIDENCE,BLOCKED_BY_NEGATIVE_SAMPLE,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector;activate_positive_factor_without_evidence;override_site_fact,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,普通港口边界样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_NEG_003,NEGATIVE_SAMPLE,ecommerce_warehouse,5990,常温成品仓和电商仓配,NEGATIVE,production_process_activity;hazardous_waste;involves_hazchem_major_hazard;soil_groundwater_risk;rainwater_accident_risk,不得触发生产;不得触发危废;不得触发危化;不得触发防渗;不得触发事故水,不涉及专项设施说明,普通现场全景,是否为纯仓储且无分装维修清洗危化危废油品储罐围堰事故池,EcoCheck negative sampling,NOT_APPLY_WITH_EVIDENCE,BLOCKED_BY_NEGATIVE_SAMPLE,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector;activate_positive_factor_without_evidence;override_site_fact,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,普通仓储边界样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_NEG_004,NEGATIVE_SAMPLE,chip_design_office,6520,芯片设计和光伏组件销售,NEGATIVE,production_process_activity;wastewater_station;hazardous_waste;involves_hazchem_major_hazard;soil_groundwater_risk;rainwater_accident_risk,不得触发半导体制造;不得触发污水站;不得触发危废;不得触发特气危化;不得触发防渗;不得触发事故水,不涉及专项设施说明,普通现场全景,是否仅办公研发销售且无实验室生产刻蚀清洗危化品危废,EcoCheck negative sampling,NOT_APPLY_WITH_EVIDENCE,BLOCKED_BY_NEGATIVE_SAMPLE,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector;activate_positive_factor_without_evidence;override_site_fact,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,高风险行业名不等于制造现场,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_NEG_005,NEGATIVE_SAMPLE,metal_trade_no_casting,5164,金属制品贸易和模具设计,NEGATIVE,production_process_activity;dust_particulate;hazardous_waste;boiler_combustion,不得触发铸造熔炼;不得触发粉尘;不得触发危废;不得触发熔炼炉,不涉及专项设施说明,普通现场全景,是否仅贸易设计且无铸造熔炼压铸喷涂清洗危废,EcoCheck negative sampling,NOT_APPLY_WITH_EVIDENCE,BLOCKED_BY_NEGATIVE_SAMPLE,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector;activate_positive_factor_without_evidence;override_site_fact,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,金属贸易边界样本,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_NEG_006,NEGATIVE_SAMPLE,hazwaste_consulting,7249,危废咨询和转运经纪,NEGATIVE,hazardous_waste;hazwaste_storage_room;liquid_chemical_tank_area;soil_groundwater_risk;rainwater_accident_risk,不得触发危废实体;不得触发危废贮存;不得触发储罐区;不得触发防渗;不得触发事故水,不涉及专项设施说明,普通现场全景,是否不设危废贮存区不接收实物不设暂存库无危废无围堰事故池,EcoCheck negative sampling,NOT_APPLY_WITH_EVIDENCE,BLOCKED_BY_NEGATIVE_SAMPLE,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector;activate_positive_factor_without_evidence;override_site_fact,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,危废咨询不是危废经营贮存,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_NEG_007,NEGATIVE_SAMPLE,clinic_outsourced_medwaste,8421,普通诊所,NEGATIVE,production_process_activity;boiler_combustion;wastewater_station;exhaust_treatment_facility,不得触发医废集中处置;不得触发焚烧;不得触发污水站;不得触发废气治理,不涉及专项设施说明,普通现场全景,是否仅产生少量医废并委外处置且无集中处置灭菌焚烧周转箱清洗消毒废水污水处理站,EcoCheck negative sampling,NOT_APPLY_WITH_EVIDENCE,BLOCKED_BY_NEGATIVE_SAMPLE,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector;activate_positive_factor_without_evidence;override_site_fact,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,普通医疗机构不等于医废集中处置,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
ECC_IFS_NEG_008,NEGATIVE_SAMPLE,organic_fertilizer_shop,5199,有机肥销售和农资门店,NEGATIVE,production_process_activity;wastewater_generation;soil_groundwater_risk;rainwater_accident_risk;unorganized_exhaust,不得触发有机肥生产;不得触发渗滤液;不得触发防渗;不得触发雨水事故;不得触发臭气,不涉及专项设施说明,普通现场全景,是否仅成品袋装销售且无堆肥发酵无翻抛无接收粪污无暂存池无渗滤液,EcoCheck negative sampling,NOT_APPLY_WITH_EVIDENCE,BLOCKED_BY_NEGATIVE_SAMPLE,HIGH,create_confirmed_dataset;formal_permit_type;formal_inspection_template;auto_deduct;auto_deduct_score;formal_compliance_conclusion;direct_ecoCheck_runtime_mutation;mutate_coefficient_selector;activate_positive_factor_without_evidence;override_site_fact,PROFILE_GAP_AND_TEMPLATE_MATCHER_HINTS,APPROVED_RULE_INPUT,APPROVED_INDUSTRY_RULE_INPUT,industry_feature_generator,商品销售不等于有机肥生产,ECC_CANDIDATE_COVERAGE_IFS_MANIFEST_V1_0
