profile_id,replacement_standard_no,obsolete_source_id,replacement_standard_title,profile_family,standard_limit_target,medium,table_or_clause_ref,source_page,source_table_index,source_row_index,pollutant_item,standard_limit_metric,metric,operator,value,unit,lower_value,lower_unit,lower_inclusive,upper_value,upper_unit,upper_inclusive,equivalent_value,equivalent_unit,limit_context,monitoring_location,raw_fragment,extraction_method,extraction_confidence,adapter_mapping_basis,human_review_status,governance_status,final_state,runtime_status,runtime_integration,candidate_only
PSLPA-V8_7-00029,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,8,羊,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,0.3,m3/头,,,,,,,,,（m3/头）,与污染物排放监控位置一致,羊 | 0.3,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00030,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,10,禽类屠宰b（m3/百只）,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,3,m3/百只,,,,,,,,,禽类屠宰b（m3/百只）,与污染物排放监控位置一致,禽类屠宰b（m3/百只） | 3,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00031,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,11,酱卤肉制品/熟肉干制品,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,20,m3/百只,,,,,,,,,禽类屠宰b（m3/百只）,与污染物排放监控位置一致,酱卤肉制品/熟肉干制品 | 20,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00032,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,12,熏烧烤肉制品,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,10,m3/百只,,,,,,,,,禽类屠宰b（m3/百只）,与污染物排放监控位置一致,熏烧烤肉制品 | 10,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00033,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,14,熏煮香肠火腿制品,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,13,m3/百只,,,,,,,,,肉制品加工,与污染物排放监控位置一致,熏煮香肠火腿制品 | 13,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00034,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,16,腌腊肉制品,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,9,m3/t 产品,,,,,,,,,（m3/t 产品）,与污染物排放监控位置一致,腌腊肉制品 | 9,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00035,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,18,发酵肉制品,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,10,m3/t 产品,,,,,,,,,（m3/t 产品）,与污染物排放监控位置一致,发酵肉制品 | 10,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00036,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,19,刮制、盐渍工序,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,10,m3/t 产品,,,,,,,,,天然肠衣加工,与污染物排放监控位置一致,天然肠衣加工 | 刮制、盐渍工序 | 10,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00037,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,20,分路、量码工序,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,5,m3/千根,,,,,,,,,（m3/千根）,与污染物排放监控位置一致,（m3/千根） | 分路、量码工序 | 5,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00038,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,21,食用动物油脂加工（m3/t 产品）,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,0.4,m3/t 产品,,,,,,,,,食用动物油脂加工（m3/t 产品）,与污染物排放监控位置一致,食用动物油脂加工（m3/t 产品） | 0.4,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00039,GB 13457-2025,PDS-V8_0-0114,屠宰及肉类加工工业水污染物排放标准,WATER_USE_BENCHMARK_TABLE,unit_product_benchmark_drainage,water,表2,7,2,22,蛋品加工（m3/t 鲜蛋）,unit_product_benchmark_drainage,unit_product_benchmark_drainage,benchmark,4,m3/t 鲜蛋,,,,,,,,,蛋品加工（m3/t 鲜蛋）,与污染物排放监控位置一致,蛋品加工（m3/t 鲜蛋） | 4,pymupdf_find_tables_standard_limit_adapter,HIGH,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00040,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_4_numeric_constraint,4,0,1,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,15,mSv,,,,,,,,,effective_dose_constraint,,5．2从事铀矿地质勘查职业工作人员年有效剂量约束值不高于15 mSv,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00041,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_4_numeric_constraint,4,0,2,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,1,mSv,,,,,,,,,effective_dose_constraint,,5．3孕妇、授乳妇不得从事铀矿地质坑井探作业，从事铀矿地质其他工作时年有效剂量约束值不高于 1 mSv,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00042,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_4_numeric_constraint,4,0,3,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,6,mSv,,,,,,,,,effective_dose_constraint,,于18岁接受涉及辐射照射就业培训的徒工和年龄小于18岁的学习过程中需要使用 放射源的学生，应控制其职业照射年有效剂量不超过6 mSv,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00043,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_4_numeric_constraint,4,0,4,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,1,mSv,,,,,,,,,effective_dose_constraint,,5．5伴有辐射照射的实践使公众中有关关键人群组的成员所受到的剂量估计值不应超过下述限值： a)年有效剂量，1 mSv,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00044,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_4_numeric_constraint,4,0,5,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,1,mSv,,,,,,,,,effective_dose_constraint,,b)特殊情况下，如果5个连续年的年平均剂量不超过1 mSv，则某一单一年份的有效剂量可提高 到5mSv,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00045,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_4_numeric_constraint,4,0,5,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,5,mSv,,,,,,,,,effective_dose_constraint,,b)特殊情况下，如果5个连续年的年平均剂量不超过1 mSv，则某一单一年份的有效剂量可提高 到5mSv,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00046,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,ventilation_distance_or_depth_requirement,radiation_workplace,page_5_numeric_constraint,5,0,2,ventilation_distance_or_depth_requirement,ventilation_distance_or_depth_requirement,ventilation_distance_or_depth_requirement,lte_or_threshold_context,20,m,,,,,,,,,ventilation_distance_or_depth_requirement,,6．2．3井下通风要求 6．2．3．1平巷和斜井深度超过20 m、竖井或浅井超过10 m、天井超过5 rla，均应采用机械通风,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00047,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,ventilation_distance_or_depth_requirement,radiation_workplace,page_5_numeric_constraint,5,0,2,ventilation_distance_or_depth_requirement,ventilation_distance_or_depth_requirement,ventilation_distance_or_depth_requirement,lte_or_threshold_context,10,m,,,,,,,,,ventilation_distance_or_depth_requirement,,6．2．3井下通风要求 6．2．3．1平巷和斜井深度超过20 m、竖井或浅井超过10 m、天井超过5 rla，均应采用机械通风,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00048,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,ventilation_distance_or_depth_requirement,radiation_workplace,page_5_numeric_constraint,5,0,3,ventilation_distance_or_depth_requirement,ventilation_distance_or_depth_requirement,ventilation_distance_or_depth_requirement,lte_or_threshold_context,10,m,,,,,,,,,ventilation_distance_or_depth_requirement,,工作 面应采用压入式通风，压人风简末端距工作面不得超过10 m，开支巷或巷道转弯掘进，深度超过5 m 时，应有专门的通风,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00049,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,ventilation_distance_or_depth_requirement,radiation_workplace,page_5_numeric_constraint,5,0,3,ventilation_distance_or_depth_requirement,ventilation_distance_or_depth_requirement,ventilation_distance_or_depth_requirement,lte_or_threshold_context,5,m,,,,,,,,,ventilation_distance_or_depth_requirement,,工作 面应采用压入式通风，压人风简末端距工作面不得超过10 m，开支巷或巷道转弯掘进，深度超过5 m 时，应有专门的通风,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00050,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,radiation_numeric_constraint,radiation,page_6_numeric_constraint,6,0,1,radiation_numeric_constraint,radiation_numeric_constraint,radiation_numeric_constraint,lte_or_threshold_context,5,倍,,,,,,,,,radiation_numeric_constraint,,经审管部门或审管部门授权的部门检查同意后，可以适当提高控制水平，但不得超过附 录B表B．1中所列数值的5倍,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00051,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_7_numeric_constraint,7,0,1,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,1,mSv,,,,,,,,,effective_dose_constraint,,6．5．3工作人员在运输中的剂量要求 a)一年中有效剂量不可能超过1 mSv时，不必采用特殊的工作方式，也不必细致监测、制定剂量 评定计划和保存个人记录,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00052,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_7_numeric_constraint,7,0,2,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,5,mSv,,,,,,,,,effective_dose_constraint,,c)一年中有效剂量预计可能超过5 mSv时，应进行个人监测,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00053,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,annual_intake_or_internal_dose_constraint,radiation,page_7_numeric_constraint,7,0,3,annual_intake_or_internal_dose_constraint,annual_intake_or_internal_dose_constraint,annual_intake_or_internal_dose_constraint,lte_or_threshold_context,5,mSv/a,,,,,,,,,annual_intake_or_internal_dose_constraint,,7．3．1．2铀矿地质井下作业、矿石破碎、高品位矿石模型制作及其他年摄入量可能超过年剂量限值 5 mSv／a的辐射工作人员，应进行个人内照射剂量监测和皮肤、衣服的污染监测,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00054,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_7_numeric_constraint,7,0,4,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,5,mSv/a,,,,,,,,,effective_dose_constraint,,射源校准检漏的人员，在铀矿石品位大于千分之五地段从事坑探作业的人员及其他外 照射年剂量可能超过年剂量限值5 mSv／a的辐射工作人员应进行外照射个人剂量监测,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00055,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_8_numeric_constraint,8,0,1,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,1,mSv/a,,,,,,,,,effective_dose_constraint,,7．3．1．5个人内外照射剂量大于年限值1 mSv／a，但不太可能超过年剂量限值5 mSv／a的人员，可通 过工作场所氡、氡子体和T外照射的常规监测和工作时间调查进行估算，对部分有,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
