overlay_id,review_item_id,link_id,decision,human_review_label,overlay_status,runtime_effect,reviewer,reviewed_at,review_notes,source_basis,final_state,runtime_status,runtime_integration,candidate_only
PSL-RVO86::PSL-V8_6-00546,RVQ86::PSL-V8_6-00546,PSL-V8_6-00546,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00551,RVQ86::PSL-V8_6-00551,PSL-V8_6-00551,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00556,RVQ86::PSL-V8_6-00556,PSL-V8_6-00556,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00561,RVQ86::PSL-V8_6-00561,PSL-V8_6-00561,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00566,RVQ86::PSL-V8_6-00566,PSL-V8_6-00566,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00571,RVQ86::PSL-V8_6-00571,PSL-V8_6-00571,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00576,RVQ86::PSL-V8_6-00576,PSL-V8_6-00576,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00583,RVQ86::PSL-V8_6-00583,PSL-V8_6-00583,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00589,RVQ86::PSL-V8_6-00589,PSL-V8_6-00589,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00597,RVQ86::PSL-V8_6-00597,PSL-V8_6-00597,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00602,RVQ86::PSL-V8_6-00602,PSL-V8_6-00602,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00607,RVQ86::PSL-V8_6-00607,PSL-V8_6-00607,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00612,RVQ86::PSL-V8_6-00612,PSL-V8_6-00612,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00617,RVQ86::PSL-V8_6-00617,PSL-V8_6-00617,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00622,RVQ86::PSL-V8_6-00622,PSL-V8_6-00622,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00627,RVQ86::PSL-V8_6-00627,PSL-V8_6-00627,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00632,RVQ86::PSL-V8_6-00632,PSL-V8_6-00632,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00637,RVQ86::PSL-V8_6-00637,PSL-V8_6-00637,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00643,RVQ86::PSL-V8_6-00643,PSL-V8_6-00643,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00648,RVQ86::PSL-V8_6-00648,PSL-V8_6-00648,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00653,RVQ86::PSL-V8_6-00653,PSL-V8_6-00653,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00662,RVQ86::PSL-V8_6-00662,PSL-V8_6-00662,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00666,RVQ86::PSL-V8_6-00666,PSL-V8_6-00666,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00672,RVQ86::PSL-V8_6-00672,PSL-V8_6-00672,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00675,RVQ86::PSL-V8_6-00675,PSL-V8_6-00675,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00678,RVQ86::PSL-V8_6-00678,PSL-V8_6-00678,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00681,RVQ86::PSL-V8_6-00681,PSL-V8_6-00681,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00684,RVQ86::PSL-V8_6-00684,PSL-V8_6-00684,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00689,RVQ86::PSL-V8_6-00689,PSL-V8_6-00689,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00695,RVQ86::PSL-V8_6-00695,PSL-V8_6-00695,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00698,RVQ86::PSL-V8_6-00698,PSL-V8_6-00698,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00701,RVQ86::PSL-V8_6-00701,PSL-V8_6-00701,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00704,RVQ86::PSL-V8_6-00704,PSL-V8_6-00704,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00707,RVQ86::PSL-V8_6-00707,PSL-V8_6-00707,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00710,RVQ86::PSL-V8_6-00710,PSL-V8_6-00710,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00713,RVQ86::PSL-V8_6-00713,PSL-V8_6-00713,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00716,RVQ86::PSL-V8_6-00716,PSL-V8_6-00716,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00719,RVQ86::PSL-V8_6-00719,PSL-V8_6-00719,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00722,RVQ86::PSL-V8_6-00722,PSL-V8_6-00722,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00725,RVQ86::PSL-V8_6-00725,PSL-V8_6-00725,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00728,RVQ86::PSL-V8_6-00728,PSL-V8_6-00728,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00731,RVQ86::PSL-V8_6-00731,PSL-V8_6-00731,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00734,RVQ86::PSL-V8_6-00734,PSL-V8_6-00734,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00737,RVQ86::PSL-V8_6-00737,PSL-V8_6-00737,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00740,RVQ86::PSL-V8_6-00740,PSL-V8_6-00740,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00743,RVQ86::PSL-V8_6-00743,PSL-V8_6-00743,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00746,RVQ86::PSL-V8_6-00746,PSL-V8_6-00746,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00749,RVQ86::PSL-V8_6-00749,PSL-V8_6-00749,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00752,RVQ86::PSL-V8_6-00752,PSL-V8_6-00752,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00755,RVQ86::PSL-V8_6-00755,PSL-V8_6-00755,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00759,RVQ86::PSL-V8_6-00759,PSL-V8_6-00759,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00762,RVQ86::PSL-V8_6-00762,PSL-V8_6-00762,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00767,RVQ86::PSL-V8_6-00767,PSL-V8_6-00767,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00771,RVQ86::PSL-V8_6-00771,PSL-V8_6-00771,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00775,RVQ86::PSL-V8_6-00775,PSL-V8_6-00775,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00776,RVQ86::PSL-V8_6-00776,PSL-V8_6-00776,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00780,RVQ86::PSL-V8_6-00780,PSL-V8_6-00780,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00781,RVQ86::PSL-V8_6-00781,PSL-V8_6-00781,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00785,RVQ86::PSL-V8_6-00785,PSL-V8_6-00785,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00786,RVQ86::PSL-V8_6-00786,PSL-V8_6-00786,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00791,RVQ86::PSL-V8_6-00791,PSL-V8_6-00791,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
PSL-RVO86::PSL-V8_6-00795,RVQ86::PSL-V8_6-00795,PSL-V8_6-00795,ACCEPT,CONFIRM_LINK,FORMALIZATION_CANDIDATE,NO_RUNTIME_EFFECT,candy_review_batch,2026-06-02T23:59:05+08:00,,pollutant_standard_link_review_queue_v8_6.csv; 我们的审批.txt,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,DRAFT_NOT_FOR_RUNTIME,disabled,TRUE
